company_name,uri,salary,site,year,edu,job_name,city,pos_count
Company 03147,https://www.zhipin.com/job_detail/47b96b5e7bee7b9e03d_0ti5FVc~.html,4-8K,Guangzhou Site 00684,Less than 1 year,Associate degree,Python Developer,guangzhou,1
Company 03142,https://www.zhipin.com/job_detail/90fe7cbb892d422f03x83dW6FFE~.html,10-15K,Guangzhou Site 00696,1-3 years,Bachelor degree,PythonInstructor,guangzhou,6
Company 03148,https://www.zhipin.com/job_detail/4013305737a14f8a031z3t69EFQ~.html,4-8K,Guangzhou Site 00684,Experience not required,Bachelor degree,PythonDeveloper Engineer,guangzhou,5
Company 03149,https://www.zhipin.com/job_detail/9ef3484f3d8a3dd61Hxz2dq8FlY~.html,8-12K,Guangzhou Site 00689,Less than 1 year,Bachelor degree,PythonDeveloper Engineer,guangzhou,3
Company 03150,https://www.zhipin.com/job_detail/2cd52f1f7fa586040nV93tu5E1c~.html,3-4K,Guangzhou Site 00697,Less than 1 year,Bachelor degree,pythonJunior Engineer,guangzhou,5
Company 03125,https://www.zhipin.com/job_detail/772922c9f37abc310nRz3tq_FFU~.html,12-20K x 13 salaries,Guangzhou Site 00682,1-3 years,Associate degree,pythonDeveloper Engineer,guangzhou,5
Company 03133,https://www.zhipin.com/job_detail/e597512ef33302e403x63Ny1EFA~.html,11-16K,Guangzhou Site 00684,3-5 years,Bachelor degree,Senior Crawler Engineer (python),guangzhou,6
Company 03133,https://www.zhipin.com/job_detail/7cc8f4ce68ed455e0nd63tu_F1Q~.html,9-14K,Guangzhou Site 00684,3-5 years,Bachelor degree,pythonDeveloper Engineer,guangzhou,5
Company 03151,https://www.zhipin.com/job_detail/50903d1fcd82f8231HZ53N-1F1U~.html,8-12K,Guangzhou Site 00698,Fresh graduate,Bachelor degree,Junior PythonBackend Developer Engineer,guangzhou,3
Company 03129,https://www.zhipin.com/job_detail/0cd7b1728769cbdd0nV639y-FVs~.html,10-15K x 13 salaries,Guangzhou Site 00677,1-3 years,Bachelor degree,Python Developer,guangzhou,2
Company 03152,https://www.zhipin.com/job_detail/b3d35e341b41f96303V63Ny4GVM~.html,10-15K,Guangzhou Site 00685,1-3 years,Education not specified,Python Developer,guangzhou,2
Company 03142,https://www.zhipin.com/job_detail/e7151208b376a98e03x83dS4E1Y~.html,6-10K x 13 salaries,Guangzhou Site 00696,Experience not required,Bachelor degree,Python Developer,guangzhou,3
Company 03153,https://www.zhipin.com/job_detail/97cdb17d1850c9da1Hd_2dy6GVM~.html,9-13K x 13 salaries,Guangzhou Site 00699,1-3 years,Bachelor degree,Python djangoBackend Engineer,guangzhou,4
Company 03154,https://www.zhipin.com/job_detail/55bed831deb26fa603B60ty9E1Y~.html,12-20K,Guangzhou Site 00676,1-3 years,Bachelor degree,Python Developer,guangzhou,4
Company 03146,https://www.zhipin.com/job_detail/f5f0550721945a0c1X1-2dy0EFE~.html,10-18K,Guangzhou Site 00684,1-3 years,Associate degree,PythonAI Instructor,guangzhou,4
Company 03155,https://www.zhipin.com/job_detail/7bfeaef2e58eb8370nxy2d-8GVE~.html,9-14K,Guangzhou Site 00674,Experience not required,Bachelor degree,PythonDeveloper Engineer,guangzhou,3
Fordeal,https://www.zhipin.com/job_detail/b5af2718ef264c741H142ti7ElQ~.html,15-30K x 16 salaries,Guangzhou Site 00698,Experience not required,Associate degree,PythonCrawler Engineer,guangzhou,6
Company 03156,https://www.zhipin.com/job_detail/b3c5db787c162b4a1Xd-3Ny8E1U~.html,6-10K x 13 salaries,Guangzhou Site 00698,Less than 1 year,Bachelor degree,Python Developer,guangzhou,3
Company 03157,https://www.zhipin.com/job_detail/a2970d145a11554303Ny2dW0Flc~.html,8-11K,Guangzhou Site 00700,1-3 years,Bachelor degree,PythonDeveloper Engineer,guangzhou,6
Company 03158,https://www.zhipin.com/job_detail/4e5e13212a981c8603d52tS1GVM~.html,15-25K,Guangzhou Site 00678,3-5 years,Bachelor degree,PythonDeveloper Engineer,guangzhou,2
Company 03146,https://www.zhipin.com/job_detail/9fca845f0bbfd2a303x-29q-GVE~.html,4-8K,Guangzhou Site 00701,1-3 years,Associate degree,Python Developer,guangzhou,2
Company 03129,https://www.zhipin.com/job_detail/85b2422dbce0702203N53Ni6FFs~.html,8-13K x 13 salaries,Guangzhou Site 00676,1-3 years,Bachelor degree,Python Developer,guangzhou,1
Company 03159,https://www.zhipin.com/job_detail/f1264cd65cc1865d1HN_39i-F1Y~.html,10-15K,Guangzhou Site 00684,1-3 years,Bachelor degree,PythonSenior Developer Engineer,guangzhou,6
Company 03160,https://www.zhipin.com/job_detail/100599c5f2d28d930nZ92Ni6FlM~.html,30-60K,Guangzhou Site 00698,Experience not required,Master degree,Python Developer,guangzhou,4
Company 03161,https://www.zhipin.com/job_detail/7f469a1f889340be1H173N-_EVM~.html,6-8K,Guangzhou Site 00702,1-3 years,Associate degree,Python Developer,guangzhou,3
Company 03162,https://www.zhipin.com/job_detail/1f309da064ce4ebd03Z939-7EVA~.html,9-13K,Guangzhou Site 00703,1-3 years,Bachelor degree,pythonDeveloper Engineer,guangzhou,4
Fordeal,https://www.zhipin.com/job_detail/27996df7a70e55041HF93d65EFE~.html,25-50K,Guangzhou Site 00698,3-5 years,Bachelor degree,Senior PythonCrawler Engineer,guangzhou,6
Company 03163,https://www.zhipin.com/job_detail/94932ed2de77fa3503F43dq5FVc~.html,8-10K,Guangzhou Site 00704,3-5 years,Bachelor degree,Python,guangzhou,6
Company 03164,https://www.zhipin.com/job_detail/671e4ffbc469b3781nV42Nm8GFQ~.html,3-6K,Guangzhou Site 00689,Fresh graduate,Bachelor degree,Python,guangzhou,1
Company 03165,https://www.zhipin.com/job_detail/ea1e8594c4282ae51nJz3N6_Elo~.html,10-15K,Guangzhou Site 00677,3-5 years,Bachelor degree,pythonCrawler Developer Engineer,guangzhou,6
Company 03166,https://www.zhipin.com/job_detail/f87881dc2f8e2b2d03B50ty7F1U~.html,12-20K,Guangzhou Site 00705,3-5 years,Associate degree,PythonDeveloper,guangzhou,4
Company 03166,https://www.zhipin.com/job_detail/e1aa79f0a314c8631nN_3tu8EFQ~.html,8-12K,Guangzhou Site 00676,1-3 years,Bachelor degree,Python Developer,guangzhou,6
Company 03167,https://www.zhipin.com/job_detail/480363180d47e9c91XBy3dS6GFA~.html,10-20K,Guangzhou Site 00706,3-5 years,Bachelor degree,PythonDeveloper Engineer,guangzhou,5
Company 03168,https://www.zhipin.com/job_detail/44b9a7c7a65d564a031z2dS4FlQ~.html,20-35K,Guangzhou Site 00693,3-5 years,Bachelor degree,PythonSenior Developer Engineer,guangzhou,1
Company 03169,https://www.zhipin.com/job_detail/8cb51679ffe633890nR_2920FVU~.html,9-14K,Guangzhou Site 00676,3-5 years,Bachelor degree,pythonEngineer Crawler Engineer,guangzhou,3
Company 03170,https://www.zhipin.com/job_detail/1f6cff521c1afc9003V839y5Elo~.html,7-12K,Guangzhou Site 00674,3-5 years,Bachelor degree,PythonDeveloper Engineer,guangzhou,4
Company 03171,https://www.zhipin.com/job_detail/c07561095823bf3503V62dq4GVY~.html,3-5K,Guangzhou Site 00690,1-3 years,Education not specified,Python Developer,guangzhou,1
Company 03171,https://www.zhipin.com/job_detail/ed5a0e6b298bf0ee03R-3tq5EVY~.html,3-5K,Guangzhou Site 00690,Experience not required,Education not specified,Python Developer,guangzhou,5
Company 03171,https://www.zhipin.com/job_detail/5c73ab7ff7e1fe8a03R909q1FVo~.html,3-5K,Guangzhou Site 00690,Experience not required,Education not specified,Python Developer,guangzhou,4
Company 03172,https://www.zhipin.com/job_detail/7837a748b0673f660nR-3t68Elc~.html,10-15K,Guangzhou Site 00695,1-3 years,Bachelor degree,Python,guangzhou,5
Company 03166,https://www.zhipin.com/job_detail/b0ca0f61f5b98bf31Xd_09i5FlE~.html,10-15K,Guangzhou Site 00705,3-5 years,Associate degree,Python Developer,guangzhou,2
Company 03166,https://www.zhipin.com/job_detail/3e354c93bf206b431HRz29W8EVo~.html,12-20K,Guangzhou Site 00705,3-5 years,Associate degree,python,guangzhou,6
Company 03173,https://www.zhipin.com/job_detail/f9049c43c94e6a5d1HF43t-5FlQ~.html,6-11K,Guangzhou Site 00702,Experience not required,Education not specified,Python Developer,guangzhou,1
Company 03174,https://www.zhipin.com/job_detail/30686f00bdaa2b5403N52du1EVs~.html,15-25K x 13 salaries,Guangzhou Site 00700,1-3 years,Bachelor degree,Python Data Analyst /Machine Learning,guangzhou,5
Company 03127,https://www.zhipin.com/job_detail/f01bece6af85322703N63N24GFs~.html,10-11K x 14 salaries,Guangzhou Site 00684,1-3 years,Bachelor degree,Python Developer,guangzhou,2
Company 03175,https://www.zhipin.com/job_detail/4ac39a41a719ef250nVy3Nu1GVU~.html,10-15K x 14 salaries,Guangzhou Site 00683,Experience not required,Associate degree,PythonDeveloper Engineer,guangzhou,5
Company 03176,https://www.zhipin.com/job_detail/ff970c8ffd0df46a03F62N24GVA~.html,10-15K x 13 salaries,Guangzhou Site 00698,1-3 years,Bachelor degree,PythonInstructor,guangzhou,5
Company 03177,https://www.zhipin.com/job_detail/95af746c4361ecbd1XJ-0tq7GFA~.html,10-15K,Guangzhou Site 00676,1-3 years,Associate degree,Python,guangzhou,2
Company 01108,https://www.zhipin.com/job_detail/719e20d66aecac5803Z_3tm5EFM~.html,9-12K,Guangzhou Site 00707,Experience not required,Bachelor degree,Python Developer,guangzhou,3
Company 03178,https://www.zhipin.com/job_detail/773149c9c2864cdf03Ny0t2_GVo~.html,10-15K,Guangzhou Site 00684,3-5 years,Bachelor degree,Python Developer,guangzhou,2
Company 01670,https://www.zhipin.com/job_detail/a146e1cbe9cfc8cd1Hd93NW8FlI~.html,12-18K x 13 salaries,Guangzhou Site 00679,3-5 years,Bachelor degree,PythonEngineer,guangzhou,4
Company 03179,https://www.zhipin.com/job_detail/ecef307ac851f4ee03V-3dq7ElE~.html,15-25K x 15 salaries,Guangzhou Site 00674,1-3 years,Bachelor degree,Python Backend Developer Engineer,guangzhou,2
Company 03180,https://www.zhipin.com/job_detail/fbdcf419f57bae801nx829i4GFU~.html,6-10K,Guangzhou Site 00708,1-3 years,Bachelor degree,pythonEngineer,guangzhou,2
Company 03181,https://www.zhipin.com/job_detail/6085338bb499a5821nN72Ni4EFM~.html,10-18K,Guangzhou Site 00681,3-5 years,Associate degree,pythonOperations Developer Engineer,guangzhou,2
BELBI,https://www.zhipin.com/job_detail/1d618346fbc431f01HB53ty8GFU~.html,6-11K,Guangzhou Site 00696,1-3 years,Associate degree,python Developer Engineer,guangzhou,6
Company 03182,https://www.zhipin.com/job_detail/d953b9883c6369ca1HB839W6GVE~.html,12-20K,Guangzhou Site 00677,3-5 years,Bachelor degree,PythonMachine Learning Engineer,guangzhou,2
Company 03183,https://www.zhipin.com/job_detail/34210e8e6dbff0601XF839-0FVs~.html,10-13K,Guangzhou Site 00684,1-3 years,Associate degree,Python,guangzhou,3
Company 03184,https://www.zhipin.com/job_detail/d4ca1c414044b4c81nJ-3NS7FVY~.html,10-20K,Guangzhou Site 00690,3-5 years,Master degree,PythonDeveloper Engineer,guangzhou,1
Company 03185,https://www.zhipin.com/job_detail/e0c91ee619b6bd581nxz0tW8Flo~.html,15-26K,Guangzhou Site 00709,3-5 years,Bachelor degree,PythonSenior Developer Engineer,guangzhou,4
Company 01709,https://www.zhipin.com/job_detail/da25db4cebb3907d1HB82t-8GVM~.html,15-30K,Guangzhou Site 00681,1-3 years,Bachelor degree,pythonDeveloper Engineer (Operations),guangzhou,2
Company 03186,https://www.zhipin.com/job_detail/3dbdf297482e01240nR439m6E1U~.html,13-25K,Guangzhou Site 00682,3-5 years,Master degree,PythonMid-level Developer Engineer,guangzhou,5
Company 03184,https://www.zhipin.com/job_detail/996089498258b1aa1nF43N-_FVc~.html,10-16K,Guangzhou Site 00690,1-3 years,Bachelor degree,PythonDeveloper Engineer,guangzhou,6
Company 03187,https://www.zhipin.com/job_detail/cdf4ada673d169db1XZ53924EVY~.html,4-8K,Guangzhou Site 00710,Less than 1 year,Bachelor degree,PythonEngineer,guangzhou,5
Company 03188,https://www.zhipin.com/job_detail/3a2d2b71853136670nV-09S9EVU~.html,6-10K,Guangzhou Site 00698,Experience not required,Bachelor degree,Python,guangzhou,4
Company 03189,https://www.zhipin.com/job_detail/964ff2803dbcd12d1Hd42NS5GFs~.html,17-21K,Guangzhou Site 00690,3-5 years,Associate degree,Senior PythonEngineer,guangzhou,1
Company 03187,https://www.zhipin.com/job_detail/c83be88f46456a151Xdy2Nq7ElI~.html,4-8K,Guangzhou Site 00710,Less than 1 year,Bachelor degree,python webFrontend,guangzhou,3
Company 03190,https://www.zhipin.com/job_detail/6028285462d2f83103B929-0GFo~.html,15-30K,Guangzhou Site 00689,1-3 years,Bachelor degree,PythonDeveloper 2,guangzhou,1
Company 03191,https://www.zhipin.com/job_detail/d492fdf6dc739b6603x709W9ElM~.html,12-18K,Guangzhou Site 00698,3-5 years,Bachelor degree,pythonInstructor,guangzhou,2
Company 03192,https://www.zhipin.com/job_detail/224790bcd1aab66903Z62tq0FFQ~.html,6-8K,Guangzhou Site 00675,1-3 years,Bachelor degree,PythonDeveloper Engineer,guangzhou,4
Company 03118,https://www.zhipin.com/job_detail/57a6c2fec5a33e461Xx-29S9Els~.html,7-8K,Guangzhou Site 00672,1-3 years,Associate degree,Python,guangzhou,2
Company 03193,https://www.zhipin.com/job_detail/83e5f7058e36fa430nZ_39u9EVY~.html,8-13K,Guangzhou Site 00680,1-3 years,Technical secondary school,Python Developer,guangzhou,4
Company 03194,https://www.zhipin.com/job_detail/7494f0ad0559ae7f1XVy3t26FVQ~.html,12-13K,Guangzhou Site 00711,1-3 years,Associate degree,Python Developer,guangzhou,2
Company 03195,https://www.zhipin.com/job_detail/c66ab3989d3e31481XJ43N27E1s~.html,4-8K,Guangzhou Site 00684,Experience not required,Associate degree,PythonEngineer,guangzhou,2
Company 03196,https://www.zhipin.com/job_detail/9c6f9e2f918023ff1Hd639u4EFU~.html,1-3K,Guangzhou Site 00682,Experience not required,Education not specified,Python Developer,guangzhou,3
Company 03151,https://www.zhipin.com/job_detail/2650c09f54567def1XV60tW9EVs~.html,15-22K,Guangzhou Site 00698,3-5 years,Bachelor degree,PythonBackend Developer Engineer,guangzhou,3
Company 03197,https://www.zhipin.com/job_detail/d1d5e23c5d065ca903B70tu0GFU~.html,7-8K,Guangzhou Site 00712,1-3 years,Associate degree,Python Developer,guangzhou,3
Company 03196,https://www.zhipin.com/job_detail/4a95d6421b388f8f1Hd63t61EFY~.html,15-20K,Guangzhou Site 00682,3-5 years,Bachelor degree,PythonDeveloper Engineer,guangzhou,3
Company 03181,https://www.zhipin.com/job_detail/9d16264e2cf0db941nN72dW6E1o~.html,10-20K,Guangzhou Site 00681,1-3 years,Associate degree,Python Developer,guangzhou,2
Company 03181,https://www.zhipin.com/job_detail/0e56c8e115acbc0c1nx63N69F1Q~.html,12-24K,Guangzhou Site 00681,3-5 years,Bachelor degree,webDeveloper Engineer (PHP/python/java),guangzhou,2
Company 03181,https://www.zhipin.com/job_detail/dedfa350c77fd2171nRz0tu4EFQ~.html,12-24K,Guangzhou Site 00681,3-5 years,Bachelor degree,Python Developer,guangzhou,6
Company 03198,https://www.zhipin.com/job_detail/d33da7e8b71591e11XZ_3N67GFU~.html,5-10K,Guangzhou Site 00713,Experience not required,Education not specified,pythonInstructor,guangzhou,1
Company 03199,https://www.zhipin.com/job_detail/08f0102d54253f821HN-3NW6E1E~.html,9-14K,Guangzhou Site 00714,1-3 years,Bachelor degree,pythonBackend Developer Engineer,guangzhou,4
Fordeal,https://www.zhipin.com/job_detail/7acb15e2580ecb621HNy39-_FVA~.html,20-40K,Guangzhou Site 00711,3-5 years,Bachelor degree,Senior pythonCrawler Engineer,guangzhou,2
Company 03200,https://www.zhipin.com/job_detail/04bf539cda2b28a41X163t-8GFc~.html,4-8K,Guangzhou Site 00715,Experience not required,Education not specified,Python Developer,guangzhou,1
Company 03118,https://www.zhipin.com/job_detail/35dd4db1a1d5f2de1Xx82ti8E1I~.html,7-12K,Guangzhou Site 00672,3-5 years,Education not specified,Python,guangzhou,2
Company 03201,https://www.zhipin.com/job_detail/ac41dfe6797dadd21nJ839S4E1U~.html,15-30K,Guangzhou Site 00695,3-5 years,Bachelor degree,pythonInstructor,guangzhou,6
Company 03202,https://www.zhipin.com/job_detail/d045ce8860c560691nZ52N6-EFE~.html,12-15K,Guangzhou Site 00689,1-3 years,Bachelor degree,Python,guangzhou,2
Company 03203,https://www.zhipin.com/job_detail/e051b6ea21f2db0a1n1-39-9EVc~.html,6-10K,Guangzhou Site 00676,1-3 years,Bachelor degree,Python Developer,guangzhou,1
Company 03204,https://www.zhipin.com/job_detail/cd07c105e188f20f1Xd92NW_EFY~.html,6-12K,Guangzhou Site 00684,1-3 years,Bachelor degree,PythonProgrammer,guangzhou,1
Company 03142,https://www.zhipin.com/job_detail/b72ecff23e802bb71nJ73t--EFY~.html,8-10K,Guangzhou Site 00679,1-3 years,Bachelor degree,PythonInstructor,guangzhou,1
Company 03205,https://www.zhipin.com/job_detail/132fec081abfc98e1nJ92dS0FlE~.html,7-8K,Guangzhou Site 00676,Experience not required,Education not specified,Python,guangzhou,1
Company 03206,https://www.zhipin.com/job_detail/6373d1b8902a55a81XZz2dm9GVA~.html,10-20K,Guangzhou Site 00689,1-3 years,Associate degree,Python,guangzhou,2
Company 03207,https://www.zhipin.com/job_detail/e0ba71de8a2b05821XR709-9GVA~.html,10-15K,Guangzhou Site 00676,3-5 years,Bachelor degree,Python,guangzhou,1
Company 03208,https://www.zhipin.com/job_detail/205f62280faab2b31HV82925Els~.html,6-12K,Guangzhou Site 00680,1-3 years,Associate degree,Python Developer,guangzhou,1
Company 03209,https://www.zhipin.com/job_detail/7a929fa32b5529011X173dW9Flc~.html,15-25K,Guangzhou Site 00676,3-5 years,Bachelor degree,Python webDeveloper Engineer,guangzhou,2
Company 03210,https://www.zhipin.com/job_detail/a6d225dc51df57651XN-29W5FFU~.html,18-23K,Guangzhou Site 00683,3-5 years,Bachelor degree,Python webBackend Developer,guangzhou,4
Company 02104,https://www.zhipin.com/job_detail/229ccbd98f8645c51nF_2t6-FFM~.html,10-20K,Guangzhou Site 00681,1-3 years,Bachelor degree,Python Developer,guangzhou,2
Company 03211,https://www.zhipin.com/job_detail/f1bef6062e89c1441nN53N-0FlU~.html,11-20K,Guangzhou Site 00682,3-5 years,Education not specified,pythonEngineer,guangzhou,5
Company 03212,https://www.zhipin.com/job_detail/f75ad0b3508a77fc1HR-3ti0FVs~.html,20-30K,Guangzhou Site 00716,5-10 years,Bachelor degree,Senior pythonEngineer,guangzhou,1
Company 03213,https://www.zhipin.com/job_detail/2f9b22ae3e895f991XN909m_GVA~.html,15-25K,Guangzhou Site 00676,5-10 years,Bachelor degree,GZ-pythonDeveloper,guangzhou,3
Company 03214,https://www.zhipin.com/job_detail/e73e8cd148f52f121XB_09m7EFI~.html,15-20K,Guangzhou Site 00681,3-5 years,Bachelor degree,Python Developer,guangzhou,5
Company 03211,https://www.zhipin.com/job_detail/7713e01711f75e601XNz39m5F1A~.html,6-9K,Guangzhou Site 00703,Fresh graduate,Education not specified,Python Developer,guangzhou,6
Company 03215,https://www.zhipin.com/job_detail/e4fdd79351575d7e1XN-3t65Els~.html,16-23K,Guangzhou Site 00696,Less than 1 year,Bachelor degree,Python,guangzhou,1
Company 03137,https://www.zhipin.com/job_detail/bb3647de76f25ff81nxz39i8FFY~.html,13-18K,Guangzhou Site 00674,1-3 years,Bachelor degree,Python,guangzhou,4
