company_name,uri,salary,site,year,edu,job_name,city,pos_count
EUB,https://www.zhipin.com/job_detail/d2cea5ed88debcd203B62ti_F1Y~.html,13-26K,Hangzhou Site 00844,3-5 years,Bachelor degree,pythonDeveloper Engineer,hangzhou,5
Company 03724,https://www.zhipin.com/job_detail/764874190b1b61d50nV429i-GFU~.html,20-40K x 15 salaries,Hangzhou Site 00836,5-10 years,Bachelor degree,C++/Python Senior Developer Engineer,hangzhou,3
Company 03743,https://www.zhipin.com/job_detail/8d697378854b2a600nRy2d-4FVI~.html,15-25K,Hangzhou Site 00845,3-5 years,Bachelor degree,PythonDeveloper Engineer,hangzhou,3
Company 03744,https://www.zhipin.com/job_detail/75a3465a570a317e1Xd52di_ElM~.html,6-10K,Hangzhou Site 00811,1-3 years,Associate degree,Crawler Engineer python,hangzhou,4
Company 03743,https://www.zhipin.com/job_detail/82fd332a44ec09260nZ839y9GVc~.html,15-25K,Hangzhou Site 00845,3-5 years,Bachelor degree,Python Developer,hangzhou,1
Company 03745,https://www.zhipin.com/job_detail/ea5e80e52449da701HN92Ni5F1A~.html,12-16K,Hangzhou Site 00813,3-5 years,Bachelor degree,PythonDeveloper Engineer,hangzhou,1
Company 01255,https://www.zhipin.com/job_detail/93868974c04e4c991HJy3N66Fls~.html,5-7K,Hangzhou Site 00846,Experience not required,Bachelor degree,PythonBackend Developer Engineer,hangzhou,4
Company 03746,https://www.zhipin.com/job_detail/205e8aa2c4050f0c1nN-3t-4FVc~.html,10-15K,Hangzhou Site 00824,1-3 years,Bachelor degree,PythonEngineer,hangzhou,2
TELETRAAN,https://www.zhipin.com/job_detail/56559fca7ec6b4e01HBy09S_EFI~.html,15-30K,Hangzhou Site 00827,1-3 years,Bachelor degree,PythonBackend Engineer,hangzhou,3
Company 03747,https://www.zhipin.com/job_detail/9a10f03c090c1dde1XZ43tS7FFM~.html,15-25K,Hangzhou Site 00845,5-10 years,Bachelor degree,Python,hangzhou,4
Company 03748,https://www.zhipin.com/job_detail/3db35627538e6e651XN639q6EVE~.html,16-20K,Hangzhou Site 00807,3-5 years,Bachelor degree,Python Developer,hangzhou,4
Company 03749,https://www.zhipin.com/job_detail/5827d57ba6cb8f1f03Nz2tu6GVU~.html,12-18K x 13 salaries,Hangzhou Site 00817,3-5 years,Bachelor degree,PythonDeveloper Engineer,hangzhou,6
Company 03712,https://www.zhipin.com/job_detail/e8ff437020fcb82c1XV439y-ElY~.html,10-16K,Hangzhou Site 00819,Less than 1 year,Bachelor degree,Python,hangzhou,5
Company 03748,https://www.zhipin.com/job_detail/175eeee5fab06ad71XN639q8F1Q~.html,8-15K,Hangzhou Site 00807,1-3 years,Bachelor degree,Python Developer,hangzhou,6
Company 03750,https://www.zhipin.com/job_detail/2883e1b9e514e9441nR-09u6Els~.html,15-25K,Hangzhou Site 00847,1-3 years,Bachelor degree,Python Developer,hangzhou,3
Company 00133,https://www.zhipin.com/job_detail/12d02983398b8ecd1Hx70t68FVs~.html,20-40K,Hangzhou Site 00819,5-10 years,Bachelor degree,Python Developer,hangzhou,1
Company 03751,https://www.zhipin.com/job_detail/07ff42ec82d1abcb03R92dW4Flo~.html,20-30K,Hangzhou Site 00838,5-10 years,Bachelor degree,Senior pythonDeveloper Engineer,hangzhou,6
Company 03751,https://www.zhipin.com/job_detail/2655e01abb04b5e903F93dq1GVc~.html,15-20K,Hangzhou Site 00838,3-5 years,Bachelor degree,pythonDeveloper Engineer,hangzhou,5
Company 03752,https://www.zhipin.com/job_detail/acd19f3f5ce787871HR_3N-0Flc~.html,15-30K,Hangzhou Site 00827,3-5 years,Bachelor degree,PythonDeveloper Engineer,hangzhou,3
Company 03753,https://www.zhipin.com/job_detail/3b55b09b5a6e01311HR53d-_GVM~.html,8-10K,Hangzhou Site 00819,1-3 years,Bachelor degree,PythonDeveloper Engineer,hangzhou,1
Company 02674,https://www.zhipin.com/job_detail/647c78b740a70aeb1HR50t2-FVE~.html,7-14K,Hangzhou Site 00848,1-3 years,Bachelor degree,PythonDeveloper Engineer,hangzhou,1
Company 03754,https://www.zhipin.com/job_detail/57000ed7ce0106cc03x909m7Flo~.html,12-18K,Hangzhou Site 00812,Experience not required,Bachelor degree,PythonBackend Developer Engineer,hangzhou,3
Company 02015,https://www.zhipin.com/job_detail/89339a2d83561b5503Z63t61FFE~.html,20-40K,Hangzhou Site 00817,5-10 years,Bachelor degree,Python Developer,hangzhou,1
Company 03755,https://www.zhipin.com/job_detail/37cb93d4a9a180e71nB90tW6GVs~.html,10-15K,Hangzhou Site 00807,1-3 years,Bachelor degree,Python,hangzhou,5
Company 03756,https://www.zhipin.com/job_detail/d9ed8862cad2d7891XR92t6_ElU~.html,5-10K,Hangzhou Site 00808,Less than 1 year,Associate degree,Python,hangzhou,5
Company 00059,https://www.zhipin.com/job_detail/a1edeef9a5c4586c1nd_2du9EVs~.html,20-40K,Hangzhou Site 00828,3-5 years,Bachelor degree,pythonDeveloper Engineer,hangzhou,5
Company 03757,https://www.zhipin.com/job_detail/e159ba768aba6c500nV90925GVo~.html,9-14K,Hangzhou Site 00809,Experience not required,Bachelor degree,PythonBackend Developer Engineer,hangzhou,5
Company 01255,https://www.zhipin.com/job_detail/786282958b0d866b1HJy3N-_GFM~.html,4-8K,Hangzhou Site 00846,Experience not required,Education not specified,PythonBackend Developer Engineer,hangzhou,5
Company 03758,https://www.zhipin.com/job_detail/acccfa56155e59a003x-2t24ElY~.html,7-12K x 13 salaries,Hangzhou Site 00811,1-3 years,Bachelor degree,pythonDeveloper Engineer,hangzhou,2
Company 03759,https://www.zhipin.com/job_detail/2b4ceaca062a918e03152dy8FVI~.html,20-30K,Hangzhou Site 00825,3-5 years,Bachelor degree,Python Developer,hangzhou,1
Company 03760,https://www.zhipin.com/job_detail/4e466751710c6d591HV93dS7Elc~.html,10-20K,Hangzhou Site 00832,3-5 years,Bachelor degree,Python,hangzhou,3
Company 03726,https://www.zhipin.com/job_detail/bee6b5ca6e5d81d703Jy3tq0GFM~.html,18-30K x 14 salaries,Hangzhou Site 00834,3-5 years,Bachelor degree,Python,hangzhou,5
Company 03761,https://www.zhipin.com/job_detail/eadb25692b30d4551HV93dm5EVI~.html,12-20K,Hangzhou Site 00813,1-3 years,Bachelor degree,PythonDeveloper,hangzhou,1
Company 03762,https://www.zhipin.com/job_detail/7586fc3c5c6ceeec03N739y8FVo~.html,16-20K,Hangzhou Site 00819,3-5 years,Bachelor degree,PythonEngineer,hangzhou,3
Company 01002,https://www.zhipin.com/job_detail/e9e5e96005019afb03F439W-EFU~.html,11-20K,Hangzhou Site 00807,3-5 years,Bachelor degree,Python,hangzhou,2
Company 01002,https://www.zhipin.com/job_detail/0158949a773c850103R52t-8FFA~.html,10-15K x 14 salaries,Hangzhou Site 00807,1-3 years,Bachelor degree,Python,hangzhou,4
