company_name,uri,salary,site,year,edu,job_name,city,pos_count
Company 03133,https://www.zhipin.com/job_detail/0e35278733848baf03F82tW5GVc~.html,11-22K,Xian Site 00895,1-3 years,Bachelor degree,Algorithm Engineer (python MySQL),xian,3
Company 00010,https://www.zhipin.com/job_detail/325fb8d09cf21a2903V42960GFE~.html,6-8K,Xian Site 00895,Experience not required,Bachelor degree,Python Developer,xian,4
Company 00010,https://www.zhipin.com/job_detail/cb14a3a3e8e9b70603V429-0GVs~.html,6-8K,Xian Site 00895,Experience not required,Bachelor degree,PythonTeacher,xian,3
Company 04155,https://www.zhipin.com/job_detail/cf3ef17c940a267c1Hd-3ty1FlU~.html,6-10K,Xian Site 00892,1-3 years,Bachelor degree,Python,xian,5
Company 02562,https://www.zhipin.com/job_detail/f5b92ed845e509c61Xd-2NS1GFc~.html,10-16K,Xian Site 00892,3-5 years,Bachelor degree,Python Developer,xian,3
Company 00010,https://www.zhipin.com/job_detail/285a45861775a3261HN639y5ElE~.html,6-11K,Xian Site 00895,Experience not required,Bachelor degree,Python Developer,xian,6
Company 04156,https://www.zhipin.com/job_detail/f2f2b7f5991c12091HJ829u_FVo~.html,6-8K,Xian Site 00892,1-3 years,Bachelor degree,PythonEngineer,xian,3
Company 04151,https://www.zhipin.com/job_detail/9f6d3f025367fed6031z3du5GVI~.html,10-15K,Xian Site 00894,3-5 years,Bachelor degree,PythonDeveloper Engineer,xian,3
Company 00010,https://www.zhipin.com/job_detail/752ab7d0476a10ea1XV72dq1F1I~.html,5-10K,Xian Site 00899,Experience not required,Bachelor degree,python,xian,5
Company 00010,https://www.zhipin.com/job_detail/861c96443258b9be03Zz2di4F1I~.html,4-7K,Xian Site 00895,Experience not required,Bachelor degree,Python Developer,xian,4
Company 04157,https://www.zhipin.com/job_detail/1ab250c3c9df66c303B93Nq1E1Q~.html,3-8K,Xian Site 00892,Experience not required,Bachelor degree,Python Developer,xian,1
Company 01108,https://www.zhipin.com/job_detail/a3845c0bfeec945e03V_29S8EFQ~.html,8-12K,Xian Site 00900,3-5 years,Bachelor degree,Python Developer,xian,4
Company 00010,https://www.zhipin.com/job_detail/9c4b575ce1cd81ed1XJ_2tu5FFM~.html,5-8K,Xian Site 00899,Experience not required,Bachelor degree,Python Developer,xian,3
Company 00005,https://www.zhipin.com/job_detail/7005a95905e6e6201X1529S6FFQ~.html,11-18K,Xian Site 00892,3-5 years,Bachelor degree,"Java, web, Python, Test, C++, Operations, go",xian,3
Company 00010,https://www.zhipin.com/job_detail/e8c2df1a76ddbeee1XZ92dW0EFQ~.html,4-6K,Xian Site 00899,Experience not required,Bachelor degree,Python Developer,xian,3
Company 00010,https://www.zhipin.com/job_detail/eb6cf63eb40e488103R709m_ElI~.html,6-11K,Xian Site 00895,Experience not required,Bachelor degree,Python Developer,xian,3
Company 00010,https://www.zhipin.com/job_detail/e09ab37c3e8d03a71H182N25GVE~.html,5-8K,Xian Site 00895,Experience not required,Bachelor degree,Python Developer,xian,5
Company 02581,https://www.zhipin.com/job_detail/c91e2fb77fb2c3b01HJ909q_GFM~.html,6-10K,Xian Site 00901,Experience not required,Bachelor degree,Python Developer,xian,1
Company 04158,https://www.zhipin.com/job_detail/9232e1ed61f8d6d50nR42N69GVA~.html,8-11K,Xian Site 00892,3-5 years,Bachelor degree,PythonDeveloper Engineer,xian,6
Company 04159,https://www.zhipin.com/job_detail/857ae23073fc23060nV73dm8ElY~.html,6-7K,Xian Site 00892,Experience not required,Bachelor degree,PythonInstructor,xian,6
Company 04160,https://www.zhipin.com/job_detail/5e162a644c3176a70Xd_3ti5Fg~~.html,5-10K,Xian Site 00892,Experience not required,Education not specified,Python，openstack，django,xian,3
Company 04161,https://www.zhipin.com/job_detail/05823a6b6d0ee9701XZy3t69GVI~.html,6-12K,Xian Site 00892,3-5 years,Bachelor degree,Python,xian,4
Company 04162,https://www.zhipin.com/job_detail/0a7471fbecf76e7d1XN-29i6FFE~.html,7-12K,Xian Site 00902,Less than 1 year,Bachelor degree,Python,xian,5
Company 04163,https://www.zhipin.com/job_detail/cf018f52293dfdb303Zz2dW_Els~.html,6-11K,Xian Site 00903,3-5 years,Bachelor degree,Python Developer,xian,6
Company 04164,https://www.zhipin.com/job_detail/2c0e62ec0ed798511Xxy3NW6F1Y~.html,6-10K,Xian Site 00904,Experience not required,Bachelor degree,pythonInstructor,xian,3
Company 04165,https://www.zhipin.com/job_detail/d6d652208a5a218a1XNz3tq9F1M~.html,10-15K,Xian Site 00895,3-5 years,Bachelor degree,Python,xian,3
Company 04166,https://www.zhipin.com/job_detail/4f065f269444506103N739-9EVA~.html,6-10K,Xian Site 00892,1-3 years,Bachelor degree,PythonData Analyst Engineer,xian,1
Company 04167,https://www.zhipin.com/job_detail/bcae8cc783f0e37b1HNy2tm1E1A~.html,8-13K,Xian Site 00902,3-5 years,Bachelor degree,pythonDeveloper Engineer,xian,5
Company 04168,https://www.zhipin.com/job_detail/3a3b3504810692581Hx_0tm5EFY~.html,10-15K,Xian Site 00898,3-5 years,Bachelor degree,PythonSenior Developer Engineer,xian,4
Company 00689,https://www.zhipin.com/job_detail/346a2948a3dc5efb0nZ62tu4GVI~.html,11-20K,Xian Site 00905,1-3 years,Bachelor degree,PythonDeveloper Engineer,xian,2
Company 04169,https://www.zhipin.com/job_detail/ade108e62f6a60591HNz29m1FlE~.html,5-6K,Xian Site 00892,3-5 years,Associate degree,php pythonEngineer,xian,3
Company 04170,https://www.zhipin.com/job_detail/2bd076bb1ac715d003Vy39m_FlM~.html,5-10K,Xian Site 00906,Experience not required,Bachelor degree,PythonInstructor,xian,2
Company 04171,https://www.zhipin.com/job_detail/ba914f6916586baa1Xdz09y6ElU~.html,20-30K,Xian Site 00892,3-5 years,Bachelor degree,Python Developer,xian,3
Company 04172,https://www.zhipin.com/job_detail/ede5f66a31a3865d03x709q9E1c~.html,9-12K,Xian Site 00894,3-5 years,Bachelor degree,Python,xian,5
Company 01127,https://www.zhipin.com/job_detail/6f5e365d5cc1174d0nR629y0GVE~.html,10-15K,Xian Site 00892,3-5 years,Bachelor degree,Python,xian,4
Company 00685,https://www.zhipin.com/job_detail/c3f57682ebc36bd01XB53tW6FFc~.html,18-20K,Xian Site 00894,1-3 years,Bachelor degree,Python,xian,5
Company 04173,https://www.zhipin.com/job_detail/6a18911541ef731f1H190ty_E1M~.html,8-10K,Xian Site 00906,1-3 years,Bachelor degree,pythonInstructor,xian,2
Company 00057,https://www.zhipin.com/job_detail/bd562d097438a6ab0nV-3Nq4FFU~.html,16-30K,Xian Site 00892,5-10 years,Bachelor degree,Python Developer,xian,6
Company 00057,https://www.zhipin.com/job_detail/5165808d62c11c7d03142dS5ElU~.html,18-35K,Xian Site 00892,5-10 years,Bachelor degree,Senior pythonDeveloper Engineer,xian,6
Company 00057,https://www.zhipin.com/job_detail/c9a7f0f5db4fc35703xy3tu6GVo~.html,17-30K,Xian Site 00892,5-10 years,Bachelor degree,Senior pythonDeveloper Engineer,xian,4
Company 04174,https://www.zhipin.com/job_detail/6967bd9de27734761n150tq_GVA~.html,8-10K,Xian Site 00907,3-5 years,Bachelor degree,Python Developer,xian,6
Company 04175,https://www.zhipin.com/job_detail/518c8835633af5871H153dq8F1o~.html,4-7K,Xian Site 00908,1-3 years,Bachelor degree,python webDeveloper Engineer,xian,4
Company 04176,https://www.zhipin.com/job_detail/08f42f42f7b491aa1nx53d-9E1E~.html,5-9K,Xian Site 00898,1-3 years,Bachelor degree,Python,xian,5
Company 04177,https://www.zhipin.com/job_detail/e6c2bf16373fc5591HZ-39y-ElY~.html,8-10K,Xian Site 00909,1-3 years,Bachelor degree,Python Developer,xian,3
Company 04178,https://www.zhipin.com/job_detail/4a51a26dc3299cff0HV439q7GQ~~.html,5-10K,Xian Site 00892,3-5 years,Bachelor degree,Python,xian,4
Company 04179,https://www.zhipin.com/job_detail/df13e0d56bb9870d1Hx-29m0FlI~.html,6-10K,Xian Site 00910,Less than 1 year,Bachelor degree,PythonDeveloper Engineer,xian,1
Company 04180,https://www.zhipin.com/job_detail/c2ed8ebe8d152a7703J53Ni0FVY~.html,8-13K,Xian Site 00894,Experience not required,Bachelor degree,Python Developer,xian,4
Company 00685,https://www.zhipin.com/job_detail/8f7035a0c092577003Z42tq-ElI~.html,15-30K,Xian Site 00894,3-5 years,Bachelor degree,PythonDeveloper Engineer,xian,6
Company 04181,https://www.zhipin.com/job_detail/0aadc8dc5aad329a1HJ53tq8EFU~.html,7-8K,Xian Site 00911,Experience not required,Bachelor degree,PythonInstructor,xian,5
Company 04182,https://www.zhipin.com/job_detail/72d84d77f07079ee03Ry2dq8ElU~.html,15-20K,Xian Site 00912,5-10 years,Education not specified,Python Developer,xian,6
Company 02562,https://www.zhipin.com/job_detail/f3e69a65a75d932e03d42dq_EVY~.html,2-4K,Xian Site 00892,Less than 1 year,Bachelor degree,PythonDeveloper Engineer,xian,5
Company 04181,https://www.zhipin.com/job_detail/0cba4e2400ed9a711HJ739q5EVQ~.html,6-7K,Xian Site 00911,Experience not required,Bachelor degree,Python Developer,xian,1
Company 04183,https://www.zhipin.com/job_detail/aa48d3c431b200ca1H192tu0E1Y~.html,19-25K,Xian Site 00892,3-5 years,Bachelor degree,Python,xian,1
Company 04162,https://www.zhipin.com/job_detail/49197baeca537f9d1XN92t25FFc~.html,6-11K,Xian Site 00902,3-5 years,Bachelor degree,Python,xian,3
Company 00057,https://www.zhipin.com/job_detail/8c02bbebc94865b01XZ63d-5GVM~.html,24-36K,Xian Site 00894,3-5 years,Bachelor degree,Python,xian,6
WisdomGarden,https://www.zhipin.com/job_detail/ca9c1e56544e74b61XR50t26Elc~.html,9-18K,Xian Site 00892,3-5 years,Bachelor degree,PythonDeveloper Engineer,xian,3
Company 00685,https://www.zhipin.com/job_detail/400e4de5c677a7161XR-39S8FVM~.html,10-20K,Xian Site 00894,Less than 1 year,Bachelor degree,Python,xian,6
Company 04184,https://www.zhipin.com/job_detail/f837731c2c33104d1Xd83t25FFo~.html,6-12K,Xian Site 00913,5-10 years,Bachelor degree,pythonEngineer,xian,2
Company 00664,https://www.zhipin.com/job_detail/5fb8b1b2248b339b1XB90t-9EVc~.html,15-30K,Xian Site 00892,1-3 years,Bachelor degree,Python,xian,5
Company 00057,https://www.zhipin.com/job_detail/3686bf8def2a5b021XN40tm8EFU~.html,15-25K,Xian Site 00894,1-3 years,Bachelor degree,Python,xian,5
Company 04185,https://www.zhipin.com/job_detail/fd79683088cb20751HV62d2-GFM~.html,15-20K,Xian Site 00909,3-5 years,Education not specified,PythonInstructor,xian,3
Company 04186,https://www.zhipin.com/job_detail/e602c979915d492a1XV43dW0Flc~.html,6-12K,Xian Site 00911,3-5 years,Bachelor degree,Python,xian,6
Company 00057,https://www.zhipin.com/job_detail/600d4fe7ac73357b1XF42NW6GVo~.html,10-20K,Xian Site 00894,Experience not required,Bachelor degree,Python,xian,5
Company 00664,https://www.zhipin.com/job_detail/af63b03210a1a08b1XZ639m7GVA~.html,10-15K,Xian Site 00892,1-3 years,Bachelor degree,Python,xian,5
Company 00685,https://www.zhipin.com/job_detail/4d27f34eccd3b7081Xd82dS4GVo~.html,10-20K,Xian Site 00892,1-3 years,Bachelor degree,Python,xian,6
Company 00057,https://www.zhipin.com/job_detail/77c7bb780cf39a421XB93t61FFE~.html,15-18K,Xian Site 00894,Less than 1 year,Bachelor degree,Python,xian,5
Company 04174,https://www.zhipin.com/job_detail/60fd65671f8597471XJ639-5GFo~.html,2-4K,Xian Site 00907,3-5 years,Master degree,Python Developer,xian,2
Company 04187,https://www.zhipin.com/job_detail/1f384deed25674dd1nJz0tW4Els~.html,8-15K,Xian Site 00898,1-3 years,Bachelor degree,Python/DjangoDeveloper Engineer,xian,6
Company 04188,https://www.zhipin.com/job_detail/fec9984a149121a41nJ42969E1s~.html,15-30K,Xian Site 00914,3-5 years,Bachelor degree,Python,xian,3
Company 04189,https://www.zhipin.com/job_detail/8f71d15e142b915c1HZ63di4FFc~.html,3-6K,Xian Site 00915,Fresh graduate,Bachelor degree,Role 00091,xian,4
Company 04190,https://www.zhipin.com/job_detail/ed410f6d47e3fb5b03dz2tS4FFI~.html,15-30K,Xian Site 00894,10+ years,Master degree,Role 01370,xian,4
Company 00005,https://www.zhipin.com/job_detail/b42f3fe98dabf1011XR92N61Elo~.html,9-14K,Xian Site 00892,1-3 years,Bachelor degree,Hadoop,xian,1
ABeamGDC,https://www.zhipin.com/job_detail/1a2ffa9b097a431903Nz09y4GFs~.html,5-8K x 13 salaries,Xian Site 00892,Fresh graduate,Bachelor degree,Role 01371,xian,5
Company 00057,https://www.zhipin.com/job_detail/dbde6cb861f420421HRy3tm-F1A~.html,15-25K,Xian Site 00892,3-5 years,Bachelor degree,Test Developer Engineer,xian,3
Company 02012,https://www.zhipin.com/job_detail/37bdbd787a68bf141HV_0ty7FFU~.html,3-7K,Xian Site 00916,1-3 years,Associate degree,Role 00005,xian,3
Company 00005,https://www.zhipin.com/job_detail/a05db86f798a4d561XV40t2_FVQ~.html,10-20K,Xian Site 00894,10+ years,Bachelor degree,Test Engineer,xian,2
Company 00005,https://www.zhipin.com/job_detail/0454a624ab30d9161HB_29m6GVI~.html,8-12K,Xian Site 00894,1-3 years,Associate degree,Role 00018,xian,3
Company 04191,https://www.zhipin.com/job_detail/616b49760902ac670nRy3dy1E1c~.html,15-25K,Xian Site 00894,3-5 years,Bachelor degree,Role 00260,xian,1
Company 04192,https://www.zhipin.com/job_detail/bcf4ae6d2d12a81003J_2N60FFM~.html,5-10K,Xian Site 00911,1-3 years,Associate degree,Role 01372,xian,5
Company 04193,https://www.zhipin.com/job_detail/1b16803589c074e6031_29q7EFI~.html,12-24K x 13 salaries,Xian Site 00917,3-5 years,Bachelor degree,Role 00070,xian,3
Company 04194,https://www.zhipin.com/job_detail/165d95146be29f5803B72t21F1Y~.html,7-9K,Xian Site 00906,1-3 years,Associate degree,PHPDeveloper Engineer,xian,3
Company 00186,https://www.zhipin.com/job_detail/0b1397c92fbf904103Fz3925GFI~.html,14-17K,Xian Site 00892,3-5 years,Bachelor degree,Devops Engineer,xian,4
Company 04168,https://www.zhipin.com/job_detail/ea22d6c1b58fc8631HJy2dm_GVY~.html,7-12K,Xian Site 00898,1-3 years,Bachelor degree,Role 01373,xian,5
Company 00133,https://www.zhipin.com/job_detail/3e2dc355f96f7b8b1Hx43N26E1A~.html,11-12K,Xian Site 00892,Fresh graduate,Bachelor degree,Developer Engineer (Intern),xian,1
Company 00057,https://www.zhipin.com/job_detail/bb6484bd0a74d6cc031_3d--EFU~.html,15-20K,Xian Site 00892,Experience not required,Bachelor degree,javaDeveloper,xian,4
Company 04195,https://www.zhipin.com/job_detail/740099b2ea7be9c203d80tW1EFU~.html,5-9K x 13 salaries,Xian Site 00918,3-5 years,Bachelor degree,Role 01374,xian,6
Company 04195,https://www.zhipin.com/job_detail/2f26ffe02c79bc2503x52d-0FFI~.html,4-8K,Xian Site 00918,1-3 years,Associate degree,PHP,xian,6
Company 04196,https://www.zhipin.com/job_detail/803fe395176f090103d_2Nq-ElE~.html,6-11K,Xian Site 00919,Experience not required,Bachelor degree,Role 00252,xian,2
Company 04197,https://www.zhipin.com/job_detail/63fc103b4bb30e091HB6392_E1c~.html,9-14K,Xian Site 00892,3-5 years,Bachelor degree,Golang Engineer,xian,6
Company 04198,https://www.zhipin.com/job_detail/10536b765b6815ae03N73tu5GFA~.html,4-5K,Xian Site 00892,Experience not required,Education not specified,Role 00008,xian,5
Company 04199,https://www.zhipin.com/job_detail/23a0da7d62b3405f1n183t26ElQ~.html,1-2K,Xian Site 00920,Experience not required,Education not specified,Java Developer,xian,5
Company 00057,https://www.zhipin.com/job_detail/7c3464a9ce3d3f980XJ93dS5FA~~.html,17-34K,Xian Site 00894,Experience not required,Bachelor degree,Java,xian,1
Company 04200,https://www.zhipin.com/job_detail/3f44dd763d9aeda903d42ty6E1s~.html,5-10K,Xian Site 00921,3-5 years,Education not specified,Role 01375,xian,5
Company 04201,https://www.zhipin.com/job_detail/076b977b5ebb343e1XB62dq6F1Y~.html,5-10K,Xian Site 00892,3-5 years,Associate degree,Role 01376,xian,3
Company 00117,https://www.zhipin.com/job_detail/3c720f5575b84c331nN_2tu8Elo~.html,9-18K,Xian Site 00894,Experience not required,Bachelor degree,Java,xian,2
Company 00117,https://www.zhipin.com/job_detail/03a900c9a24ce0c00nZ_3Nq0FA~~.html,8-12K,Xian Site 00893,1-3 years,Bachelor degree,Java,xian,6
Company 00005,https://www.zhipin.com/job_detail/7bad62006c4e95141nF-3Nm5E1E~.html,9-18K,Xian Site 00894,3-5 years,Bachelor degree,Java,xian,2
Company 00005,https://www.zhipin.com/job_detail/f05fa9229b795f2a1XZ839i-EVE~.html,8-15K,Xian Site 00894,3-5 years,Bachelor degree,Java,xian,1
Company 00005,https://www.zhipin.com/job_detail/cf3a42a0ca3e469d1HB50t21GFE~.html,11-20K,Xian Site 00894,1-3 years,Associate degree,Java,xian,2
Company 00706,https://www.zhipin.com/job_detail/107dde5b13aff4a71nJz0tu0FVQ~.html,10-15K,Xian Site 00894,3-5 years,Bachelor degree,Java,xian,3
Company 00005,https://www.zhipin.com/job_detail/3f31252b46c115311HJy0tq6FVs~.html,12-20K,Xian Site 00896,5-10 years,Bachelor degree,Java,xian,4
Company 00005,https://www.zhipin.com/job_detail/f5092e0266f578131HV-0ty9E1A~.html,8-12K,Xian Site 00894,3-5 years,Bachelor degree,Java,xian,3
Company 00117,https://www.zhipin.com/job_detail/54a35341f240826603d43t29EFU~.html,15-25K,Xian Site 00894,5-10 years,Bachelor degree,Java,xian,4
Company 04202,https://www.zhipin.com/job_detail/b2e5b224f64d9b5d1XFy09m0EVI~.html,8-16K,Xian Site 00920,3-5 years,Bachelor degree,Java,xian,4
Company 00268,https://www.zhipin.com/job_detail/fb7af5a885931fca1HZz3d-9FFQ~.html,7-10K,Xian Site 00919,1-3 years,Bachelor degree,Java,xian,5
Company 00117,https://www.zhipin.com/job_detail/18ea16ad5746065203Z70tu0F1s~.html,9-14K,Xian Site 00894,1-3 years,Bachelor degree,Java,xian,4
Company 00685,https://www.zhipin.com/job_detail/92ac7e72a48b2d9a1XN639i8F1c~.html,10-20K,Xian Site 00894,3-5 years,Bachelor degree,Java,xian,5
Company 00005,https://www.zhipin.com/job_detail/4a6d608ad15153ca1HZ72tq_E1o~.html,12-24K,Xian Site 00892,3-5 years,Bachelor degree,Java Developer,xian,5
Company 04203,https://www.zhipin.com/job_detail/6cd4a0788305aa540XB52tq_Fg~~.html,9-10K,Xian Site 00922,5-10 years,Associate degree,Java,xian,2
Company 00145,https://www.zhipin.com/job_detail/6c79f96aecdb28a21HB-2dW1GFQ~.html,9-13K,Xian Site 00923,3-5 years,Bachelor degree,Java,xian,5
Company 04204,https://www.zhipin.com/job_detail/57eec29a8c8631761HJ_3NW8EVY~.html,9-12K,Xian Site 00892,3-5 years,Bachelor degree,Senior java,xian,1
Company 00117,https://www.zhipin.com/job_detail/e129d7fea169fa2203V62NW1FFY~.html,10-15K,Xian Site 00892,3-5 years,Bachelor degree,java,xian,5
Company 00005,https://www.zhipin.com/job_detail/53a1ca2a77febc891Hd83di1EFs~.html,10-15K x 13 salaries,Xian Site 00896,1-3 years,Bachelor degree,javaDeveloper,xian,5
Company 04205,https://www.zhipin.com/job_detail/d0fdc4ec0d6e9e8a1nx53Ny5GFc~.html,7-12K,Xian Site 00892,1-3 years,Bachelor degree,Java,xian,6
Company 00117,https://www.zhipin.com/job_detail/90debce03a96811a1XV72t65FlI~.html,10-20K,Xian Site 00892,3-5 years,Bachelor degree,java,xian,5
Company 00117,https://www.zhipin.com/job_detail/457f5a8d1981327703B53d61EFQ~.html,12-15K,Xian Site 00894,5-10 years,Associate degree,JavaDeveloper,xian,3
Company 04206,https://www.zhipin.com/job_detail/83c807beb1c9b7fd0nd72d-8ElM~.html,11-16K x 13 salaries,Xian Site 00894,10+ years,Bachelor degree,JAVADeveloper Leader,xian,2
Company 04207,https://www.zhipin.com/job_detail/5282a803a36b17481Hd72N-6E1Q~.html,11-20K,Xian Site 00894,3-5 years,Bachelor degree,Java,xian,5
Company 04208,https://www.zhipin.com/job_detail/444e21cf7e9b44860nR-3dW1EVU~.html,8-12K,Xian Site 00892,5-10 years,Bachelor degree,Java,xian,3
Company 00005,https://www.zhipin.com/job_detail/3d6f7ca540868e041HJ_3tu7GVU~.html,10-15K,Xian Site 00894,3-5 years,Bachelor degree,JavaDeveloper,xian,3
Company 00005,https://www.zhipin.com/job_detail/ad73f69b27049fa703Fz39y_GFU~.html,12-18K,Xian Site 00892,3-5 years,Bachelor degree,Senior JavaDeveloper,xian,4
Company 00208,https://www.zhipin.com/job_detail/8e8c9834268e0a421Hd43tW-ElM~.html,8-12K,Xian Site 00898,3-5 years,Bachelor degree,Java Developer,xian,5
Company 04209,https://www.zhipin.com/job_detail/4ee280d4afbcd700031z3du6E1s~.html,15-25K,Xian Site 00892,5-10 years,Bachelor degree,Java,xian,6
Company 00159,https://www.zhipin.com/job_detail/e2f409171f4a07fb1Xx53d6-EVc~.html,15-20K,Xian Site 00892,5-10 years,Bachelor degree,Senior javaEngineer,xian,3
Company 00159,https://www.zhipin.com/job_detail/8fc8b6b7553f94be03Z92Nm0E1M~.html,8-13K,Xian Site 00892,3-5 years,Bachelor degree,Java Developer,xian,3
Company 00145,https://www.zhipin.com/job_detail/e4f2703be37427150nZ_2tu9GFA~.html,10-15K,Xian Site 00923,5-10 years,Bachelor degree,JavaDeveloper,xian,5
Company 00740,https://www.zhipin.com/job_detail/829d213588ca07970nd70t29Fls~.html,12-22K,Xian Site 00892,5-10 years,Bachelor degree,Java,xian,3
Company 00117,https://www.zhipin.com/job_detail/18b94e49b9ab879c03F_3tm8EVE~.html,8-13K,Xian Site 00894,1-3 years,Bachelor degree,javaDeveloper Engineer,xian,1
Company 04210,https://www.zhipin.com/job_detail/c079e18de6f17bb61XB82N-1E1M~.html,10-16K,Xian Site 00892,3-5 years,Bachelor degree,Java,xian,2
Company 00117,https://www.zhipin.com/job_detail/1bc0516b07a192ec1nF43dm4GVo~.html,8-13K x 13 salaries,Xian Site 00894,3-5 years,Bachelor degree,Java,xian,4
Company 00117,https://www.zhipin.com/job_detail/adbe64c6b17e62e60XJ_0ty6Ew~~.html,7-12K,Xian Site 00894,3-5 years,Bachelor degree,Java,xian,5
Company 00706,https://www.zhipin.com/job_detail/b70b6fc83daf3f7e1nJy3t6-Elo~.html,12-20K,Xian Site 00894,3-5 years,Bachelor degree,Java,xian,1
Company 04211,https://www.zhipin.com/job_detail/3a931b9da28d7b840HZ93dS-GQ~~.html,5-6K,Xian Site 00914,1-3 years,Bachelor degree,Java,xian,4
Company 04212,https://www.zhipin.com/job_detail/3479c8e8c9eef5740nx_2NS_GVU~.html,12-18K,Xian Site 00918,3-5 years,Education not specified,Java,xian,5
Company 04213,https://www.zhipin.com/job_detail/3fb498bfac8c212f1nJ-39-0GVo~.html,10-20K,Xian Site 00892,Experience not required,Bachelor degree,Java,xian,2
