company_name,uri,salary,site,year,edu,job_name,city,pos_count
Company 02629,https://www.zhipin.com/job_detail/1a80128084da04d90nZ82d-9EVc~.html,6-10K,Wuhan Site 00588,1-3 years,Bachelor degree,Python Developer,wuhan,5
Company 02630,https://www.zhipin.com/job_detail/2960a709e10dff1703J409-_FVE~.html,8-10K,Wuhan Site 00589,1-3 years,Associate degree,pythonDeveloper Engineer,wuhan,3
Company 00803,https://www.zhipin.com/job_detail/0d235dfc3e378c9103x63921EFE~.html,13-23K,Wuhan Site 00584,5-10 years,Bachelor degree,Senior pythonDeveloper,wuhan,6
Company 02631,https://www.zhipin.com/job_detail/c7228562880cc68003F-2di9FFM~.html,6-7K,Wuhan Site 00587,1-3 years,Associate degree,PythonDeveloper,wuhan,1
Company 02157,https://www.zhipin.com/job_detail/66e519d2add7f0e61XF53N65ElQ~.html,2-4K,Wuhan Site 00580,Experience not required,Bachelor degree,Python Developer,wuhan,4
Company 02632,https://www.zhipin.com/job_detail/06a963ccea77cef803x939q5EFc~.html,15-25K,Wuhan Site 00580,5-10 years,Bachelor degree,Senior pythonEngineer,wuhan,4
Company 02633,https://www.zhipin.com/job_detail/449fe2cbe099ece10nV_09-1E1U~.html,8-13K,Wuhan Site 00590,1-3 years,Bachelor degree,Python Developer,wuhan,6
Company 02624,https://www.zhipin.com/job_detail/34f51a04af69980e1Xd52NW7EFE~.html,15-30K,Wuhan Site 00580,3-5 years,Bachelor degree,PythonEngineer,wuhan,4
Company 02634,https://www.zhipin.com/job_detail/5af5548e3efe82b503d53Ny-FVM~.html,10-15K,Wuhan Site 00580,5-10 years,Bachelor degree,PythonDeveloper Engineer,wuhan,6
Company 02635,https://www.zhipin.com/job_detail/2d75d956480226d10nZ73du1E1E~.html,7-12K,Wuhan Site 00591,1-3 years,Bachelor degree,PythonDeveloper Engineer,wuhan,4
Company 02626,https://www.zhipin.com/job_detail/1671384ea46707331HZ52928E1o~.html,8-12K x 13 salaries,Wuhan Site 00584,1-3 years,Bachelor degree,Python Developer,wuhan,1
Company 02636,https://www.zhipin.com/job_detail/dfb077bf42c8651b1XR92tS1EVE~.html,12-24K,Wuhan Site 00580,3-5 years,Associate degree,Python Developer,wuhan,6
Company 02637,https://www.zhipin.com/job_detail/fcd1d7a346fbcaa603x93Ny1F1c~.html,5-10K,Wuhan Site 00592,1-3 years,Bachelor degree,pythonDeveloper Engineer,wuhan,2
Company 01642,https://www.zhipin.com/job_detail/1cb802048556042503Bz2di1EVY~.html,8-13K,Wuhan Site 00584,3-5 years,Bachelor degree,PythonDeveloper Engineer,wuhan,2
Company 02638,https://www.zhipin.com/job_detail/65296c49a5c287a003B93tm6EVs~.html,10-15K,Wuhan Site 00580,3-5 years,Associate degree,pythonEngineer,wuhan,2
Company 01713,https://www.zhipin.com/job_detail/b6f634f02cc417c20nV-2d66EVY~.html,8-13K,Wuhan Site 00580,Experience not required,Bachelor degree,Python Developer,wuhan,2
Company 02639,https://www.zhipin.com/job_detail/a66edb7251436fa41XF50tS6EFo~.html,8-12K,Wuhan Site 00581,3-5 years,Associate degree,pythonDeveloper Engineer (Mid-level),wuhan,2
Company 02640,https://www.zhipin.com/job_detail/b86f1db820a86aa603Ry2tW5Elc~.html,9-11K x 13 salaries,Wuhan Site 00593,1-3 years,Bachelor degree,PythonDeveloper Engineer,wuhan,1
Company 02641,https://www.zhipin.com/job_detail/61512e7d3dd3820d03F83tq8GFY~.html,15-25K x 13 salaries,Wuhan Site 00580,5-10 years,Bachelor degree,pythonDeveloper Engineer,wuhan,3
Company 02642,https://www.zhipin.com/job_detail/cb26fefd297befb11nB72Ni-E1Y~.html,6-9K x 14 salaries,Wuhan Site 00580,Experience not required,Bachelor degree,pythonEngineer,wuhan,6
Company 02643,https://www.zhipin.com/job_detail/42bd9068ad8ce30b03F93ty0GVM~.html,10-15K x 13 salaries,Wuhan Site 00580,1-3 years,Bachelor degree,pythonBackend Developer,wuhan,2
Company 02625,https://www.zhipin.com/job_detail/48d98e8e7498512f1nJ529q5EFE~.html,6-12K,Wuhan Site 00586,1-3 years,Bachelor degree,PythonProgrammer,wuhan,1
Company 02157,https://www.zhipin.com/job_detail/0d5a7d5a97614d4a1n143tq1F1Q~.html,12-24K,Wuhan Site 00580,1-3 years,Bachelor degree,Python Developer,wuhan,4
Company 02629,https://www.zhipin.com/job_detail/cd9e9f62d034c5210nZ73d65E1Y~.html,8-12K,Wuhan Site 00588,Experience not required,Bachelor degree,Python Developer,wuhan,4
Company 02644,https://www.zhipin.com/job_detail/fa3c5bfd2d3113a30nR93Nu-EFU~.html,11-20K x 15 salaries,Wuhan Site 00579,3-5 years,Bachelor degree,PythonDeveloper Engineer,wuhan,2
Company 02645,https://www.zhipin.com/job_detail/9e8a50ea8c5efa4803d-3ti6ElM~.html,16-25K,Wuhan Site 00580,5-10 years,Bachelor degree,Senior PythonDeveloper Engineer,wuhan,3
Company 02646,https://www.zhipin.com/job_detail/9881bc78b1ea559d03x_3di7E1o~.html,6-11K,Wuhan Site 00590,1-3 years,Associate degree,PythonSenior Developer Engineer,wuhan,6
Company 02647,https://www.zhipin.com/job_detail/598442b952c5aaed1ndy3t21EFY~.html,10-20K,Wuhan Site 00580,3-5 years,Bachelor degree,pythonDeveloper Engineer,wuhan,6
Company 00091,https://www.zhipin.com/job_detail/93709d5581020a671HN62d-4EVo~.html,10-11K,Wuhan Site 00580,3-5 years,Bachelor degree,Python Developer,wuhan,1
Company 02648,https://www.zhipin.com/job_detail/97d9d59211da993d03N739m8EVY~.html,15-30K,Wuhan Site 00580,3-5 years,Bachelor degree,Python Developer,wuhan,5
Company 02649,https://www.zhipin.com/job_detail/ca5e2e30148706210nZ80t28F1I~.html,8-12K,Wuhan Site 00580,Experience not required,Bachelor degree,PythonTeacher,wuhan,6
Company 02647,https://www.zhipin.com/job_detail/d30b85a4b7f866471X182969ElA~.html,8-16K,Wuhan Site 00580,3-5 years,Bachelor degree,PythonDeveloper Engineer,wuhan,2
Company 02650,https://www.zhipin.com/job_detail/ffad4a24b4b9afab0nR-2t-0EVA~.html,12-18K,Wuhan Site 00584,1-3 years,Bachelor degree,PythonDeveloper Engineer,wuhan,6
Company 02646,https://www.zhipin.com/job_detail/bc6b5d443e65a6f71XV62tS7ElY~.html,10-20K,Wuhan Site 00590,1-3 years,Bachelor degree,PythonSenior Engineer,wuhan,4
Company 02651,https://www.zhipin.com/job_detail/647772b2984cb21503Z42tq1Fls~.html,10-15K x 15 salaries,Wuhan Site 00580,1-3 years,Associate degree,PythonDeveloper Engineer,wuhan,3
Company 02639,https://www.zhipin.com/job_detail/5b73ded7fa9caea50nV92dS1FlA~.html,10-15K,Wuhan Site 00581,3-5 years,Associate degree,PythonDeveloper Engineer,wuhan,1
Company 02638,https://www.zhipin.com/job_detail/2df36f9c12f14c2403dz0ti4FlU~.html,10-15K,Wuhan Site 00580,3-5 years,Associate degree,pythonDeveloper Engineer,wuhan,2
Company 00091,https://www.zhipin.com/job_detail/bde500b6f3f17c7503B70tu6EFc~.html,6-10K,Wuhan Site 00580,1-3 years,Master degree,Python Developer,wuhan,4
Company 02632,https://www.zhipin.com/job_detail/8faf5a91de1664310nZ42ty1FFQ~.html,20-25K,Wuhan Site 00580,3-5 years,Bachelor degree,Senior pythonDeveloper Engineer,wuhan,4
Company 02652,https://www.zhipin.com/job_detail/5819d2f72294fee51HN73ty6FlM~.html,11-20K,Wuhan Site 00584,5-10 years,Education not specified,PythonDeveloper Senior Engineer,wuhan,1
Company 02653,https://www.zhipin.com/job_detail/cf91c387188d54020nZ829-6FFo~.html,8-12K,Wuhan Site 00580,1-3 years,Bachelor degree,Python Developer,wuhan,2
Company 01713,https://www.zhipin.com/job_detail/77249071387d970103x_2N68FVE~.html,8-13K,Wuhan Site 00580,Experience not required,Bachelor degree,Python Developer,wuhan,2
Company 02562,https://www.zhipin.com/job_detail/6cdc43a15a8ff7bf1nZ83Ni4EFU~.html,10-20K,Wuhan Site 00586,1-3 years,Bachelor degree,PythonDeveloper Engineer,wuhan,4
Company 02654,https://www.zhipin.com/job_detail/2d55b620c1cdaf9a03N-2dm1GVc~.html,3-5K,Wuhan Site 00594,1-3 years,Bachelor degree,pythonTeacher,wuhan,6
Company 02642,https://www.zhipin.com/job_detail/718f23e16fa91d971n1-2921FlQ~.html,6-8K x 14 salaries,Wuhan Site 00580,Fresh graduate,Bachelor degree,Python Developer,wuhan,6
Company 02655,https://www.zhipin.com/job_detail/5cf081d8270adc490nV739S8FFA~.html,5-7K,Wuhan Site 00595,Experience not required,Associate degree,Python Developer,wuhan,4
Company 02639,https://www.zhipin.com/job_detail/07e96439731a21961Xx73tu-FVM~.html,12-18K,Wuhan Site 00581,5-10 years,Bachelor degree,pythonSenior Developer Engineer,wuhan,6
Company 00010,https://www.zhipin.com/job_detail/75a6486c807714f003d509W8FFY~.html,6-11K,Wuhan Site 00596,Experience not required,Bachelor degree,Python Developer,wuhan,2
Company 01713,https://www.zhipin.com/job_detail/219e8bd974c0cf4b03153921FVU~.html,8-13K,Wuhan Site 00580,Experience not required,Bachelor degree,Python Developer,wuhan,6
Company 02645,https://www.zhipin.com/job_detail/270ec50d434c419c0nR40tu-EFU~.html,18-26K,Wuhan Site 00580,5-10 years,Bachelor degree,PythonSenior Developer Engineer,wuhan,2
Company 00722,https://www.zhipin.com/job_detail/9351514e18589c8903N53dm5GFs~.html,15-25K,Wuhan Site 00579,5-10 years,Bachelor degree,Python Developer,wuhan,4
Company 02656,https://www.zhipin.com/job_detail/c3f22cd8d1ea9de91XFz29y8EFo~.html,4-6K,Wuhan Site 00580,Experience not required,Education not specified,Python Developer,wuhan,1
Company 02651,https://www.zhipin.com/job_detail/2c3ff814a7b4c56b1Hx82N-8GFI~.html,8-13K x 15 salaries,Wuhan Site 00580,1-3 years,Bachelor degree,PythonDeveloper Engineer,wuhan,3
Company 02657,https://www.zhipin.com/job_detail/59105991383395de1Hd80tm6F1s~.html,8-13K,Wuhan Site 00597,1-3 years,Bachelor degree,Python Developer,wuhan,6
Company 02658,https://www.zhipin.com/job_detail/34ca0047128a51320nRz3dS0GFE~.html,8-13K,Wuhan Site 00580,Less than 1 year,Bachelor degree,Python Developer,wuhan,5
Company 01713,https://www.zhipin.com/job_detail/4682022a34f231901Hx52Nm9ElA~.html,8-13K,Wuhan Site 00584,Experience not required,Bachelor degree,Python Developer,wuhan,1
Company 01713,https://www.zhipin.com/job_detail/d12f5001f2dcf3be031539W_E1U~.html,8-13K,Wuhan Site 00580,Experience not required,Master degree,Python Developer,wuhan,2
Company 01108,https://www.zhipin.com/job_detail/01fc02f4fa8d3d581HN63t6_ElI~.html,8-12K,Wuhan Site 00584,Experience not required,Bachelor degree,Python Developer,wuhan,6
Company 02659,https://www.zhipin.com/job_detail/e9baab9f0ccd76071XJ-2d69FFA~.html,10-18K,Wuhan Site 00593,3-5 years,Bachelor degree,pythonBackend Developer Engineer,wuhan,6
Company 02660,https://www.zhipin.com/job_detail/781ff17e603493481HZz0tq1FFA~.html,15-25K,Wuhan Site 00580,3-5 years,Bachelor degree,PythonDeveloper Engineer,wuhan,2
Company 02661,https://www.zhipin.com/job_detail/1aa482bbccd7eeb803N42du6GVU~.html,7-12K,Wuhan Site 00579,3-5 years,Bachelor degree,pythonEngineer,wuhan,4
Company 00803,https://www.zhipin.com/job_detail/adefbb51fc07aab003153d66E1A~.html,13-20K,Wuhan Site 00580,5-10 years,Bachelor degree,Senior pythonDeveloper Engineer,wuhan,5
Company 02636,https://www.zhipin.com/job_detail/c304100641127b451nN43ty_GVo~.html,15-25K,Wuhan Site 00580,3-5 years,Bachelor degree,Python Developer,wuhan,6
Company 02662,https://www.zhipin.com/job_detail/d66f37be175e7eb5031-0ti1FFc~.html,5-10K,Wuhan Site 00598,Experience not required,Bachelor degree,Python Developer,wuhan,1
Company 02663,https://www.zhipin.com/job_detail/73b80ad3b2488dd31nZz2du_E1A~.html,10-20K,Wuhan Site 00584,1-3 years,Bachelor degree,Python,wuhan,6
Company 02644,https://www.zhipin.com/job_detail/9c4a9cdacf6884a603d_2Ny-FlY~.html,12-20K x 15 salaries,Wuhan Site 00579,3-5 years,Bachelor degree,Python Developer,wuhan,2
Company 02659,https://www.zhipin.com/job_detail/13422ee2b13bfa4e1Hx-3du9ElA~.html,10-15K,Wuhan Site 00593,1-3 years,Bachelor degree,Python,wuhan,6
Company 02642,https://www.zhipin.com/job_detail/54a289feb0a6a7051HB43N--GVE~.html,5-7K,Wuhan Site 00580,Fresh graduate,Bachelor degree,Python Developer,wuhan,5
Company 02664,https://www.zhipin.com/job_detail/7a560577440eec091Hx939u7EFY~.html,6-9K,Wuhan Site 00580,1-3 years,Bachelor degree,PythonInstructor,wuhan,4
Company 02665,https://www.zhipin.com/job_detail/a8652293562cd43b0nRy3t-1E1A~.html,5-10K,Wuhan Site 00592,1-3 years,Bachelor degree,PythonDeveloper Engineer,wuhan,1
Company 02647,https://www.zhipin.com/job_detail/216521ad5d12cd551XJy09q7ElY~.html,8-13K,Wuhan Site 00580,1-3 years,Bachelor degree,PythonDeveloper Engineer,wuhan,1
Company 00005,https://www.zhipin.com/job_detail/69939a68e46034561HV409q0EFc~.html,9-14K,Wuhan Site 00580,3-5 years,Bachelor degree,Python,wuhan,6
Company 02621,https://www.zhipin.com/job_detail/948ffc149dde40dc1n183d-_EVY~.html,9-12K,Wuhan Site 00588,1-3 years,Bachelor degree,Python Developer,wuhan,2
Company 02145,https://www.zhipin.com/job_detail/4294699215c273fc1H1-2dS7GFo~.html,15-20K,Wuhan Site 00599,5-10 years,Bachelor degree,PythonSenior Developer Engineer,wuhan,6
Company 01713,https://www.zhipin.com/job_detail/27ded0d8a9ad2b7b03193Ny8F1s~.html,8-13K,Wuhan Site 00584,Experience not required,Bachelor degree,Python Developer,wuhan,2
Company 02666,https://www.zhipin.com/job_detail/c823554af46595410nd62ty9F1c~.html,6-10K,Wuhan Site 00600,Experience not required,Bachelor degree,Python Developer,wuhan,2
Company 02562,https://www.zhipin.com/job_detail/8f1ff1e2b7dd36511HF-39-_FlA~.html,15-25K x 14 salaries,Wuhan Site 00584,Experience not required,Bachelor degree,pythonDeveloper Engineer,wuhan,3
Company 02667,https://www.zhipin.com/job_detail/2dcf72595e86073a1nx939S-ElM~.html,8-12K,Wuhan Site 00580,Experience not required,Associate degree,PythonInstructor,wuhan,1
Company 02668,https://www.zhipin.com/job_detail/d8becc6397ab26ec1XB73dy0EFA~.html,10-20K,Wuhan Site 00590,5-10 years,Bachelor degree,PythonBackend,wuhan,6
Company 02669,https://www.zhipin.com/job_detail/0ebec478d448e6731XJy39q1FVI~.html,8-15K,Wuhan Site 00580,1-3 years,Bachelor degree,PythonDeveloper Engineer,wuhan,3
Company 02649,https://www.zhipin.com/job_detail/ef8c9230fec006d10nZ-2dq6EVA~.html,8-13K,Wuhan Site 00580,1-3 years,Bachelor degree,Python Developer,wuhan,6
Company 02670,https://www.zhipin.com/job_detail/eb77b254e125c5281nF92Nq_FVI~.html,20-30K,Wuhan Site 00580,3-5 years,Bachelor degree,python,wuhan,4
Company 02671,https://www.zhipin.com/job_detail/44d1ddb2d118a03a03F_3965ElY~.html,5-10K,Wuhan Site 00593,1-3 years,Associate degree,Python,wuhan,3
Company 02649,https://www.zhipin.com/job_detail/283b939faee00194031_2Nm4FlM~.html,8-13K,Wuhan Site 00584,Experience not required,Bachelor degree,Python Developer,wuhan,3
Company 02672,https://www.zhipin.com/job_detail/8580676697c657d61nJ90t-7ElE~.html,12-24K,Wuhan Site 00580,1-3 years,Bachelor degree,PythonDeveloper Engineer,wuhan,3
Company 02649,https://www.zhipin.com/job_detail/994d2547a002116903x82du8FFE~.html,7-12K,Wuhan Site 00584,Experience not required,Bachelor degree,Python Developer,wuhan,6
Company 02672,https://www.zhipin.com/job_detail/5fba6e269be877c71XNy3d27GVo~.html,15-30K,Wuhan Site 00580,5-10 years,Bachelor degree,Senior PythonDeveloper Engineer,wuhan,2
Company 02673,https://www.zhipin.com/job_detail/caa7c868a977cf3d1nF829S4Elo~.html,9-18K,Wuhan Site 00590,3-5 years,Bachelor degree,PythonEngineer,wuhan,4
Company 02674,https://www.zhipin.com/job_detail/d42164e6ca9889841HR60ti-EVE~.html,7-14K,Wuhan Site 00601,1-3 years,Bachelor degree,Python,wuhan,1
Company 02675,https://www.zhipin.com/job_detail/d3c6073e5a9014b41Hd72NS7FVI~.html,11-20K,Wuhan Site 00580,1-3 years,Bachelor degree,Python Developer,wuhan,1
Company 02649,https://www.zhipin.com/job_detail/745ca7428cab5aa003x_2dW1Flc~.html,8-13K,Wuhan Site 00584,Experience not required,Bachelor degree,Python Developer,wuhan,6
Company 02649,https://www.zhipin.com/job_detail/6799af9577452a0e0nR83d29F1Q~.html,8-13K,Wuhan Site 00580,Experience not required,Education not specified,Python Developer,wuhan,3
Company 02649,https://www.zhipin.com/job_detail/80fce1c8825c918a031-0tq_GFE~.html,8-13K,Wuhan Site 00584,Experience not required,Bachelor degree,Python Developer,wuhan,5
Company 02676,https://www.zhipin.com/job_detail/0b175450c7f8a2481XJ929-4GVc~.html,10-15K,Wuhan Site 00602,3-5 years,Bachelor degree,Python,wuhan,4
Company 02677,https://www.zhipin.com/job_detail/32138f0f39f5a2f91nJ-2d6-EVo~.html,13-26K,Wuhan Site 00603,3-5 years,Associate degree,Senior PythonDeveloper,wuhan,6
Company 02678,https://www.zhipin.com/job_detail/68616d10fa331f4703193d2_EFQ~.html,7-10K,Wuhan Site 00584,1-3 years,Associate degree,Python,wuhan,5
Company 02679,https://www.zhipin.com/job_detail/fc346212afbe16811nN-2N-4EVM~.html,4-5K,Wuhan Site 00604,1-3 years,Associate degree,Python,wuhan,4
Company 02680,https://www.zhipin.com/job_detail/42a452d4fd4fad681Hx53Ny6FVU~.html,7-12K,Wuhan Site 00584,1-3 years,Bachelor degree,Python Developer,wuhan,4
Company 02681,https://www.zhipin.com/job_detail/cf3d6d00c73941761nN_2ty_F1E~.html,11-20K,Wuhan Site 00580,3-5 years,Bachelor degree,pythonEngineer,wuhan,4
Company 02682,https://www.zhipin.com/job_detail/1d2e3dcefeb5733203J839S6FlE~.html,6-10K,Wuhan Site 00584,1-3 years,Bachelor degree,PythonCrawler Engineer,wuhan,4
Company 02658,https://www.zhipin.com/job_detail/1112f0b0b2d654da03F83d6-EVI~.html,10-15K,Wuhan Site 00580,Experience not required,Bachelor degree,Python Developer,wuhan,5
Company 02658,https://www.zhipin.com/job_detail/0ea9e0a1b87c738803F83d-7FlQ~.html,8-10K,Wuhan Site 00580,1-3 years,Bachelor degree,Python Developer,wuhan,6
Company 02683,https://www.zhipin.com/job_detail/8eed2e9b0cc3b9371XZ82dm1EFo~.html,15-30K,Wuhan Site 00580,3-5 years,Education not specified,Python Developer,wuhan,3
Company 00685,https://www.zhipin.com/job_detail/a64818fc3211717303Z42tu4EVo~.html,15-30K,Wuhan Site 00579,3-5 years,Bachelor degree,Python Developer Engineer,wuhan,2
Company 02649,https://www.zhipin.com/job_detail/f26b9d3b11f492651HN93Nu7ElM~.html,7-12K,Wuhan Site 00584,Experience not required,Bachelor degree,pythonTeacher,wuhan,6
Company 02625,https://www.zhipin.com/job_detail/6f0ef11eb3e6b9fb0nVz3d-1Fw~~.html,8-16K,Wuhan Site 00595,1-3 years,Associate degree,PythonProgrammer,wuhan,3
Company 02684,https://www.zhipin.com/job_detail/cadb5b707af0a7191nN_3t28FlM~.html,9-18K,Wuhan Site 00580,5-10 years,Bachelor degree,pythonMid-level Engineer,wuhan,1
Company 02685,https://www.zhipin.com/job_detail/1dd7f3c7c5f129bd1nJ83N-9ElA~.html,8-10K,Wuhan Site 00580,3-5 years,Bachelor degree,Python,wuhan,2
Company 02683,https://www.zhipin.com/job_detail/a2b77ea2b447d1631XZ53tq8F1o~.html,18-30K,Wuhan Site 00580,Experience not required,Bachelor degree,Python Developer,wuhan,4
Company 02651,https://www.zhipin.com/job_detail/25ca39db88ccac191Xd529i0Fls~.html,5-10K,Wuhan Site 00580,Experience not required,Bachelor degree,PythonDeveloper Engineer,wuhan,4
Company 02686,https://www.zhipin.com/job_detail/11a029e16ba9097e1XR43d21GFM~.html,7-14K,Wuhan Site 00594,3-5 years,Bachelor degree,Python Developer,wuhan,4
Company 02687,https://www.zhipin.com/job_detail/af2917f3933cbc851nB82du0FVM~.html,4-8K,Wuhan Site 00580,1-3 years,Associate degree,Python Developer,wuhan,4
Company 02688,https://www.zhipin.com/job_detail/c5866643773056631nJ92Nu0Flc~.html,5-8K,Wuhan Site 00605,1-3 years,Bachelor degree,Python,wuhan,6
Company 02683,https://www.zhipin.com/job_detail/9bfec55d31cee4bf1nVz29i-ElQ~.html,12-15K,Wuhan Site 00588,3-5 years,Bachelor degree,Python,wuhan,6
Company 00057,https://www.zhipin.com/job_detail/d86edbdb16a73ba703N52d68FlY~.html,15-30K,Wuhan Site 00579,1-3 years,Bachelor degree,Role 00252,wuhan,3
Company 02636,https://www.zhipin.com/job_detail/57312cdf07b7748a1XB73tq-FlA~.html,12-24K,Wuhan Site 00580,3-5 years,Bachelor degree,Role 00875,wuhan,2
Company 02542,https://www.zhipin.com/job_detail/1e7ed562afdb579c1n1429i4F1E~.html,15-30K,Wuhan Site 00580,3-5 years,Bachelor degree,Algorithm Engineer,wuhan,6
Company 02624,https://www.zhipin.com/job_detail/6f7b93342cc7fec81nN93NS5FFI~.html,13-26K,Wuhan Site 00580,3-5 years,Bachelor degree,Role 00876,wuhan,1
Company 02624,https://www.zhipin.com/job_detail/c405d377ec816c201n182NS1GFc~.html,15-30K,Wuhan Site 00580,3-5 years,Bachelor degree,Role 00877,wuhan,3
Company 02624,https://www.zhipin.com/job_detail/cf013a87347b3cbe1HN70t21FVQ~.html,13-26K,Wuhan Site 00580,3-5 years,Bachelor degree,Role 00878,wuhan,2
Company 02689,https://www.zhipin.com/job_detail/c18f2f674344538a1XZ43N64EFc~.html,10-20K,Wuhan Site 00580,Experience not required,Master degree,Role 00879,wuhan,5
Company 02624,https://www.zhipin.com/job_detail/e22ba4d315605f021XRy09-6FFE~.html,15-30K,Wuhan Site 00580,3-5 years,Bachelor degree,Role 00880,wuhan,4
Company 02690,https://www.zhipin.com/job_detail/8a441fb4fbae8d670nR63t-1FlM~.html,10-15K x 13 salaries,Wuhan Site 00580,1-3 years,Bachelor degree,Test Developer Engineer,wuhan,3
Company 02664,https://www.zhipin.com/job_detail/4272bc2191f9b2441HB_3d28F1o~.html,5-8K,Wuhan Site 00580,Experience not required,Bachelor degree,Role 00881,wuhan,6
Company 02691,https://www.zhipin.com/job_detail/3b5b5df59e23e3201Xd80ty6EFo~.html,15-25K,Wuhan Site 00593,3-5 years,Bachelor degree,Senior JavaDeveloper Engineer,wuhan,6
Company 02405,https://www.zhipin.com/job_detail/2e3ad069e40c004103Zz29m4ElQ~.html,9-14K,Wuhan Site 00592,1-3 years,Master degree,Role 00882,wuhan,3
Company 02692,https://www.zhipin.com/job_detail/7d339a0685165e8803x53ty6FFo~.html,15-30K x 13 salaries,Wuhan Site 00606,1-3 years,Master degree,Role 00883,wuhan,6
Company 00026,https://www.zhipin.com/job_detail/fadfb7fd9fe76ee21HZz09W4E1Q~.html,13-26K,Wuhan Site 00580,Less than 1 year,Bachelor degree,Backend Engineer,wuhan,5
Company 00659,https://www.zhipin.com/job_detail/151f5ae79792e8aa1HV-2NS0Flo~.html,15-25K,Wuhan Site 00581,Experience not required,Bachelor degree,Role 00029,wuhan,2
Company 02693,https://www.zhipin.com/job_detail/ef63049802ae95821Hx83dm1GFM~.html,5-6K,Wuhan Site 00607,Experience not required,Bachelor degree,Role 00884,wuhan,2
Company 02694,https://www.zhipin.com/job_detail/5b6823be8617da5e1XV72Nq-F1c~.html,8-15K,Wuhan Site 00593,5-10 years,Bachelor degree,Operations Developer Engineer,wuhan,6
Company 02695,https://www.zhipin.com/job_detail/7d96be6eaa1276071nx80tq7GVA~.html,3-6K,Wuhan Site 00587,Experience not required,Bachelor degree,Java Developer,wuhan,1
Company 02624,https://www.zhipin.com/job_detail/7f5917c278eb06e703V62N24ElA~.html,12-24K,Wuhan Site 00580,1-3 years,Bachelor degree,Role 00885,wuhan,2
