company_name,uri,salary,site,year,edu,job_name,city,pos_count
Company 00640,https://www.zhipin.com/job_detail/d9bcbbb6e56702dc03Zy39m9EVc~.html,11-20K,Nanjing Site 00122,3-5 years,Bachelor degree,pythonCrawler Developer,nanjing,2
Company 00641,https://www.zhipin.com/job_detail/9be5754120dea3841nx_2tm1FVU~.html,15-25K,Nanjing Site 00138,3-5 years,Bachelor degree,Senior PythonEngineer,nanjing,1
Company 00634,https://www.zhipin.com/job_detail/1cc2745bca3f6e400nR-2ti9GFY~.html,8-13K x 13 salaries,Nanjing Site 00127,1-3 years,Bachelor degree,PythonDeveloper Test,nanjing,5
Company 00642,https://www.zhipin.com/job_detail/f0ca83a81ca3cffe1XB529W9GFQ~.html,15-20K,Nanjing Site 00127,1-3 years,Bachelor degree,Python Developer,nanjing,6
Company 00013,https://www.zhipin.com/job_detail/5c55dffc975f9e7303Z42d68FVA~.html,22-30K,Nanjing Site 00139,3-5 years,Bachelor degree,Python Developer,nanjing,4
Company 00643,https://www.zhipin.com/job_detail/ae10e8817854ec9f1XZ_3Ny0GVE~.html,12-20K,Nanjing Site 00140,3-5 years,Bachelor degree,pythonOperations Developer Engineer,nanjing,1
Company 00010,https://www.zhipin.com/job_detail/f60bdd69ee8e7cb11HF80964FFA~.html,6-11K,Nanjing Site 00125,Experience not required,Bachelor degree,Python Developer,nanjing,5
Company 00644,https://www.zhipin.com/job_detail/18898cda4d72b7320nZ_3dW5F1M~.html,10-15K x 13 salaries,Nanjing Site 00126,1-3 years,Bachelor degree,PythonEngineer,nanjing,5
Company 00631,https://www.zhipin.com/job_detail/67ea322283f6f73e03Zz3tS-E1M~.html,8-12K,Nanjing Site 00141,1-3 years,Bachelor degree,pythonDeveloper Engineer,nanjing,5
Company 00645,https://www.zhipin.com/job_detail/5658750c4d6c87ae1Xx-0ty7GFo~.html,10-15K,Nanjing Site 00140,Experience not required,Bachelor degree,PythonBackend Developer Engineer,nanjing,5
Company 00646,https://www.zhipin.com/job_detail/db1be8b7d67680b503B93dm7FlI~.html,15-20K x 14 salaries,Nanjing Site 00127,3-5 years,Bachelor degree,Senior PythonDeveloper,nanjing,2
Company 00647,https://www.zhipin.com/job_detail/1bfdb74169babdac1X1939i8ElM~.html,7-10K,Nanjing Site 00142,Less than 1 year,Bachelor degree,PythonDeveloper Engineer,nanjing,4
Company 00648,https://www.zhipin.com/job_detail/e8b17d8832e5f0d81HFy092-GFA~.html,8-13K,Nanjing Site 00143,1-3 years,Associate degree,Python Developer,nanjing,2
Webeye,https://www.zhipin.com/job_detail/a7e86e9ac3c96d1d03R90ti8E1E~.html,15-30K,Nanjing Site 00127,1-3 years,Bachelor degree,Backend Developer Engineer (python),nanjing,6
Company 00649,https://www.zhipin.com/job_detail/c095aac613db435e03x-0969Flc~.html,12-17K x 13 salaries,Nanjing Site 00144,3-5 years,Bachelor degree,Python Developer,nanjing,1
newlixon,https://www.zhipin.com/job_detail/d6740a40638d0da403Fy3Nq4EVs~.html,10-15K,Nanjing Site 00127,3-5 years,Bachelor degree,PythonSenior Developer Engineer,nanjing,3
Company 00650,https://www.zhipin.com/job_detail/a7e30603eeccb0d703182N2-EFU~.html,15-20K x 13 salaries,Nanjing Site 00128,3-5 years,Bachelor degree,PythonFull-stack Engineer,nanjing,2
Company 00651,https://www.zhipin.com/job_detail/34c20ad17aae319d03B929y_GFI~.html,8-13K x 14 salaries,Nanjing Site 00145,1-3 years,Bachelor degree,pythonDeveloper Engineer,nanjing,4
Company 00652,https://www.zhipin.com/job_detail/02f4b31ab8818a4a1HFz3du_FVM~.html,4-8K,Nanjing Site 00144,1-3 years,Associate degree,PythonDeveloper Crawler Engineer,nanjing,1
Company 00653,https://www.zhipin.com/job_detail/17f8e6c0e9aa90ab031_29W0EVE~.html,10-15K,Nanjing Site 00141,3-5 years,Bachelor degree,PythonDeveloper Engineer,nanjing,6
Company 00651,https://www.zhipin.com/job_detail/5a1eb3f8304bac5203B92920E1A~.html,9-14K,Nanjing Site 00145,1-3 years,Bachelor degree,pythonDeveloper Engineer,nanjing,5
Company 00619,https://www.zhipin.com/job_detail/6c1ea23e8dd142db03B839S_GVc~.html,9-14K,Nanjing Site 00126,Experience not required,Bachelor degree,PythonDeveloper Engineer,nanjing,5
Company 00654,https://www.zhipin.com/job_detail/5bb1250df983e1c91HBz29q4FFY~.html,10-15K,Nanjing Site 00146,1-3 years,Bachelor degree,PythonDeveloper Engineer,nanjing,6
Company 00652,https://www.zhipin.com/job_detail/c3203fd6c53c68bd1HZ82N24F1U~.html,5-10K,Nanjing Site 00144,1-3 years,Bachelor degree,PythonEngineer,nanjing,2
Company 00655,https://www.zhipin.com/job_detail/4e1095987fede8181HJz3Ny6FlY~.html,3-5K,Nanjing Site 00134,Experience not required,Bachelor degree,Python Developer,nanjing,3
Company 00641,https://www.zhipin.com/job_detail/f38b3d3c5c33bba71Xdz2tq7E1U~.html,12-20K,Nanjing Site 00138,1-3 years,Bachelor degree,PythonSenior Developer Engineer,nanjing,4
Company 00656,https://www.zhipin.com/job_detail/8e602aa7e5ae4fab1XR63tW0EFo~.html,5-9K,Nanjing Site 00122,Experience not required,Education not specified,python web,nanjing,5
Company 00657,https://www.zhipin.com/job_detail/c7fa11fd1022eb181XN73dy9F1E~.html,8-16K,Nanjing Site 00141,3-5 years,Associate degree,Senior pythonDeveloper Engineer,nanjing,3
Company 00658,https://www.zhipin.com/job_detail/b2394c06f66ee2791HB93N28Els~.html,10-15K,Nanjing Site 00147,1-3 years,Bachelor degree,PythonInstructor,nanjing,3
Company 00026,https://www.zhipin.com/job_detail/2b19a527723b64df1Hx_2Ny-GVo~.html,30-60K,Nanjing Site 00122,3-5 years,Bachelor degree,Python Developer,nanjing,1
Company 00616,https://www.zhipin.com/job_detail/1f44a3e4a9927ae603F73NS5EVI~.html,13-26K,Nanjing Site 00148,Experience not required,Bachelor degree,PythonCrawler,nanjing,6
Company 00659,https://www.zhipin.com/job_detail/8f6f706eb39875251HR42dS4FVo~.html,15-25K,Nanjing Site 00122,1-3 years,Bachelor degree,PythonBackend Developer Engineer,nanjing,3
Company 00026,https://www.zhipin.com/job_detail/d63dd64bab54114303R-2du9GFU~.html,25-50K,Nanjing Site 00122,3-5 years,Bachelor degree,Python Developer,nanjing,1
Company 00660,https://www.zhipin.com/job_detail/ed1c178ec30e479c03Zy2d21FlU~.html,5-7K,Nanjing Site 00122,Less than 1 year,Bachelor degree,Python Engineer,nanjing,1
Company 00661,https://www.zhipin.com/job_detail/2f91b6957f045fb01HV909q-E1Y~.html,15-30K,Nanjing Site 00134,5-10 years,Bachelor degree,Python Developer,nanjing,6
Company 00662,https://www.zhipin.com/job_detail/5befceeac0785ee61XJ639q4FVE~.html,10-18K,Nanjing Site 00127,3-5 years,Bachelor degree,Python,nanjing,1
Company 00663,https://www.zhipin.com/job_detail/4d08bdad5cb9044503xz2d65EVU~.html,10-15K,Nanjing Site 00137,1-3 years,Bachelor degree,PythonDeveloper Engineer,nanjing,1
Company 00664,https://www.zhipin.com/job_detail/46f409446646c3731HJ529y9GVE~.html,15-30K,Nanjing Site 00139,3-5 years,Bachelor degree,Python,nanjing,2
Company 00665,https://www.zhipin.com/job_detail/b1e5a6ede7a1f47503dy29i1EVA~.html,15-30K,Nanjing Site 00149,5-10 years,Bachelor degree,Python Developer,nanjing,2
Company 00666,https://www.zhipin.com/job_detail/226ef38c3a63081303F72Nq_E1o~.html,8-13K x 16 salaries,Nanjing Site 00132,Less than 1 year,Bachelor degree,PythonDeveloper Engineer,nanjing,4
Company 00667,https://www.zhipin.com/job_detail/2af8bd6fe632416103B63Nm-F1M~.html,4-9K,Nanjing Site 00141,1-3 years,Associate degree,PythonCrawler Engineer,nanjing,4
Company 00668,https://www.zhipin.com/job_detail/5e30ae64364d3f791nxy0t26EVM~.html,5-10K,Nanjing Site 00127,Less than 1 year,Bachelor degree,Python,nanjing,2
Company 00669,https://www.zhipin.com/job_detail/fdfc3acb874f53da1H193t--E1A~.html,8-10K,Nanjing Site 00127,1-3 years,Bachelor degree,PythonEngineer,nanjing,5
Company 00670,https://www.zhipin.com/job_detail/cc7ef0a01921c5a21HZz29q9F1s~.html,15-25K,Nanjing Site 00150,1-3 years,Bachelor degree,Python Developer,nanjing,6
Company 00671,https://www.zhipin.com/job_detail/65e11a225a17d09503V_2t21EFI~.html,10-15K,Nanjing Site 00141,1-3 years,Bachelor degree,PythonDeveloper Engineer,nanjing,5
Company 00672,https://www.zhipin.com/job_detail/3c0f3620602ac22d1HN93N2_F1E~.html,10-15K,Nanjing Site 00126,1-3 years,Bachelor degree,Python Developer,nanjing,4
Company 00673,https://www.zhipin.com/job_detail/e97845aa7255d7031nJ-2dm5ElY~.html,10-11K,Nanjing Site 00124,1-3 years,Bachelor degree,Python,nanjing,2
Company 00674,https://www.zhipin.com/job_detail/9ef06283c566908c03V82d--Fls~.html,6-11K,Nanjing Site 00151,Fresh graduate,Associate degree,Python,nanjing,1
Company 00675,https://www.zhipin.com/job_detail/5e0ebd6a95eb91581H163Nq8EFQ~.html,10-15K,Nanjing Site 00152,1-3 years,Education not specified,pythonDeveloper (Crawler)Engineer,nanjing,5
Company 00676,https://www.zhipin.com/job_detail/ae57bbb6fc0b4d0103Ny39-7EFY~.html,6-10K,Nanjing Site 00141,1-3 years,Associate degree,Python Developer,nanjing,4
Company 00616,https://www.zhipin.com/job_detail/1f5c5b6513e6519903R82N66ElY~.html,5-8K,Nanjing Site 00148,1-3 years,Bachelor degree,Python Developer,nanjing,2
Company 00677,https://www.zhipin.com/job_detail/7f5d2339e2a978301Hd-2Ni1EVA~.html,13-26K,Nanjing Site 00120,3-5 years,Bachelor degree,PythonDeveloper Engineer,nanjing,4
Sleewa,https://www.zhipin.com/job_detail/3b364cca3bf795c01n153tm6GFI~.html,12-24K,Nanjing Site 00141,1-3 years,Bachelor degree,Python Developer,nanjing,4
Company 00678,https://www.zhipin.com/job_detail/6362e6bd72b5308c031_39S8GFQ~.html,8-12K,Nanjing Site 00153,Experience not required,Bachelor degree,Python,nanjing,1
Company 00679,https://www.zhipin.com/job_detail/59b10f9ea483440f03F909i7EFU~.html,10-15K,Nanjing Site 00140,Experience not required,Master degree,Python Developer,nanjing,5
Company 00647,https://www.zhipin.com/job_detail/7d9c8cd0f6c48d7f1HR72tS8FlY~.html,6-10K,Nanjing Site 00154,Experience not required,Bachelor degree,PythonDeveloper Engineer,nanjing,2
Company 00648,https://www.zhipin.com/job_detail/0840f4062ed98024031-3Nq-E1o~.html,5-7K,Nanjing Site 00155,Experience not required,Associate degree,Python,nanjing,3
Company 00680,https://www.zhipin.com/job_detail/47f1084eb37131321Hx53dS6FFY~.html,10-20K,Nanjing Site 00149,3-5 years,Associate degree,PythonDeveloper Engineer,nanjing,2
Company 00681,https://www.zhipin.com/job_detail/5b0882c0c4568d351nB72Nq4FVo~.html,10-20K,Nanjing Site 00131,1-3 years,Associate degree,Python,nanjing,6
Company 00682,https://www.zhipin.com/job_detail/f5286f88e120a3dc1HB_3NS_EFA~.html,8-13K,Nanjing Site 00156,3-5 years,Bachelor degree,PythonEngineer,nanjing,5
Company 00683,https://www.zhipin.com/job_detail/045a2c098a11a6741nZ42tu4GFI~.html,5-6K,Nanjing Site 00157,Experience not required,Associate degree,Python,nanjing,1
Company 00684,https://www.zhipin.com/job_detail/ef0926fe5fc3b75c03d_3NS-E1Y~.html,15-25K x 14 salaries,Nanjing Site 00122,3-5 years,Bachelor degree,PythonBackend Engineer,nanjing,3
Company 00662,https://www.zhipin.com/job_detail/4309b70be9f6d5e01HV-2tW0EFQ~.html,11-18K,Nanjing Site 00127,3-5 years,Bachelor degree,PythonSenior Engineer,nanjing,2
Company 00677,https://www.zhipin.com/job_detail/09375d0d0ed8f1c103Vy2tu8GFs~.html,12-24K,Nanjing Site 00145,3-5 years,Bachelor degree,Python/DjangoSenior Engineer,nanjing,4
Company 00685,https://www.zhipin.com/job_detail/8b3d67c97b17be4803Z42ti-FFA~.html,15-30K,Nanjing Site 00139,3-5 years,Bachelor degree,PythonDeveloper Engineer,nanjing,1
Company 00686,https://www.zhipin.com/job_detail/258cebdeb6d4cefa1XZ909W4FlE~.html,12-20K,Nanjing Site 00133,3-5 years,Bachelor degree,PythonDeveloper Engineer,nanjing,3
Company 00687,https://www.zhipin.com/job_detail/b241cfd28c8dda841nN_0tm5FFc~.html,12-24K,Nanjing Site 00138,Experience not required,Education not specified,PythonFull-stack Engineer,nanjing,1
Company 00688,https://www.zhipin.com/job_detail/3ad7bd679efa79cc1XJ52966GVM~.html,4-8K,Nanjing Site 00127,Less than 1 year,Bachelor degree,Python,nanjing,3
Company 00689,https://www.zhipin.com/job_detail/f6b87bf903de2f201HJ80tW-EFo~.html,10-11K,Nanjing Site 00120,3-5 years,Bachelor degree,Python,nanjing,3
Company 00690,https://www.zhipin.com/job_detail/adf95a606399c5081X1639i1F1s~.html,10-20K,Nanjing Site 00158,3-5 years,Education not specified,Python,nanjing,3
Company 00691,https://www.zhipin.com/job_detail/610cc5666934590a1XJ42tq8EVc~.html,15-25K,Nanjing Site 00133,5-10 years,Bachelor degree,PythonBackend Developer,nanjing,1
Company 00692,https://www.zhipin.com/job_detail/abc6749b8d84f2ba1XN729W7E1Y~.html,8-12K,Nanjing Site 00120,1-3 years,Associate degree,pythonDeveloper Engineer,nanjing,2
Company 00693,https://www.zhipin.com/job_detail/cbd0155c5eded3d21ndz39u0EFo~.html,8-15K,Nanjing Site 00127,1-3 years,Associate degree,Python,nanjing,6
Company 00694,https://www.zhipin.com/job_detail/2d827082109705361XB72966FFY~.html,4-8K,Nanjing Site 00159,Experience not required,Bachelor degree,Python,nanjing,3
Company 00692,https://www.zhipin.com/job_detail/2769db015da628e51XZz3tS7EFM~.html,7-10K,Nanjing Site 00120,1-3 years,Associate degree,Python,nanjing,3
Company 00069,https://www.zhipin.com/job_detail/84943b7da7cef9aa1XZ80t26ElM~.html,6-12K,Nanjing Site 00138,1-3 years,Bachelor degree,pythonBackend Engineer,nanjing,2
Company 00695,https://www.zhipin.com/job_detail/9ad18e5ba1ddc7eb1XR42N-0E1s~.html,1-2K,Nanjing Site 00160,Fresh graduate,Bachelor degree,Python(Intern),nanjing,4
Company 00695,https://www.zhipin.com/job_detail/bc50e138f66d6b4e1nFz296-GVo~.html,6-11K,Nanjing Site 00160,1-3 years,Bachelor degree,Python,nanjing,6
Company 00696,https://www.zhipin.com/job_detail/20be3fb4272f3d281n153NS8FFQ~.html,5-10K,Nanjing Site 00161,1-3 years,Bachelor degree,Python,nanjing,5
Company 00697,https://www.zhipin.com/job_detail/95bb31f7e92cacbe0ndy2tS4GA~~.html,7-14K,Nanjing Site 00127,1-3 years,Associate degree,PythonEngineer,nanjing,5
Company 00698,https://www.zhipin.com/job_detail/f4ba6d65d278f9851nJ-2dq7GFQ~.html,10-20K,Nanjing Site 00127,1-3 years,Bachelor degree,Python,nanjing,3
Company 00699,https://www.zhipin.com/job_detail/e0e9902a0b4bf8761nJ729q6GFc~.html,8-15K,Nanjing Site 00162,Less than 1 year,Bachelor degree,Python,nanjing,1
Company 00615,https://www.zhipin.com/job_detail/02e8f125de5231c30nV62dq7FFI~.html,18-35K,Nanjing Site 00120,Experience not required,Bachelor degree,DevOpsEngineer,nanjing,1
Company 00700,https://www.zhipin.com/job_detail/657575214974569803R42tm8FFA~.html,15-20K,Nanjing Site 00127,1-3 years,Bachelor degree,Big Data Algorithm Engineer,nanjing,2
Company 00634,https://www.zhipin.com/job_detail/67e67855c26a83c91XF42tS8F1Q~.html,8-16K,Nanjing Site 00127,1-3 years,Bachelor degree,Automation Test,nanjing,6
Company 00701,https://www.zhipin.com/job_detail/8803c2b4bdbfd69003150ty8FVI~.html,6-11K,Nanjing Site 00128,Experience not required,Bachelor degree,Role 00241,nanjing,6
Company 00702,https://www.zhipin.com/job_detail/7f58ee768a7dbe1d1HF82tm7F1I~.html,12-24K,Nanjing Site 00148,3-5 years,Bachelor degree,Role 00242,nanjing,5
Company 00616,https://www.zhipin.com/job_detail/9cae7b8b3ed2e3e903Z70t6_F1M~.html,12-24K,Nanjing Site 00148,3-5 years,Bachelor degree,Java Developer,nanjing,2
Company 00615,https://www.zhipin.com/job_detail/d5e435148b1b8d920nRy3dy4EVE~.html,18-35K,Nanjing Site 00120,3-5 years,Bachelor degree,Operations Developer Engineer,nanjing,2
Company 00616,https://www.zhipin.com/job_detail/608a82ba5dad53871nV_3Nq7FVI~.html,15-30K,Nanjing Site 00122,3-5 years,Bachelor degree,Java,nanjing,5
Company 00703,https://www.zhipin.com/job_detail/cdd4fe2fc896d36003Zy3ty9FVM~.html,12-18K,Nanjing Site 00141,3-5 years,Bachelor degree,Role 00243,nanjing,2
Company 00704,https://www.zhipin.com/job_detail/76e092b8b234f688031z2du9FVs~.html,8-12K,Nanjing Site 00163,Experience not required,Bachelor degree,Role 00244,nanjing,3
Company 00705,https://www.zhipin.com/job_detail/9aff8b5c4f5df52b031_39q7GFM~.html,13-18K,Nanjing Site 00164,3-5 years,Associate degree,Developer Engineer,nanjing,2
Company 00618,https://www.zhipin.com/job_detail/5aaeed16594e8d0e1HZ90tu_E1U~.html,2-5K,Nanjing Site 00125,Less than 1 year,Bachelor degree,Role 00245,nanjing,4
Company 00616,https://www.zhipin.com/job_detail/41d37c069c5e56f91nJy3t2_E1U~.html,10-20K,Nanjing Site 00122,Less than 1 year,Bachelor degree,Role 00246,nanjing,6
Company 00706,https://www.zhipin.com/job_detail/9e8cc79917dc2ad50nR-39-4F1M~.html,10-15K,Nanjing Site 00122,3-5 years,Bachelor degree,Role 00247,nanjing,6
Company 00618,https://www.zhipin.com/job_detail/802dab897bd82c6e1HZ90ti_E1A~.html,3-8K,Nanjing Site 00125,1-3 years,Bachelor degree,Role 00248,nanjing,1
Company 00707,https://www.zhipin.com/job_detail/814b5f74d8fef1931H180ty6Els~.html,16-22K,Nanjing Site 00154,1-3 years,Master degree,JavaDeveloper Engineer,nanjing,6
Company 00634,https://www.zhipin.com/job_detail/4731f9ecec7f77e01XF42ti6F1Q~.html,10-20K,Nanjing Site 00127,3-5 years,Bachelor degree,Test Engineer,nanjing,1
Company 00672,https://www.zhipin.com/job_detail/230f46a3dc5574100nR62d-_FVI~.html,8-10K,Nanjing Site 00153,1-3 years,Bachelor degree,Role 00249,nanjing,2
Company 00616,https://www.zhipin.com/job_detail/0adcbc93ced95d651nR93tq1GFc~.html,16-32K,Nanjing Site 00122,Experience not required,Bachelor degree,Algorithm Engineer,nanjing,5
Weavi,https://www.zhipin.com/job_detail/39c907ab2d1da1d01HN93Ny-Flc~.html,8-13K,Nanjing Site 00153,Experience not required,Bachelor degree,Backend Engineer,nanjing,1
Company 00689,https://www.zhipin.com/job_detail/6fe03a51c2dcec7103192dq7FlI~.html,15-30K,Nanjing Site 00120,1-3 years,Bachelor degree,Test Engineer /Supervisor,nanjing,4
Easystack,https://www.zhipin.com/job_detail/c188d87f3cc682c603x509W_FlA~.html,15-30K,Nanjing Site 00127,3-5 years,Bachelor degree,Role 00250,nanjing,2
Company 00708,https://www.zhipin.com/job_detail/c37f7f275253a7630nZ72dW9GVo~.html,11-22K x 14 salaries,Nanjing Site 00159,1-3 years,Bachelor degree,Role 00251,nanjing,5
Company 00709,https://www.zhipin.com/job_detail/5ee11c2e5271f7321HRy3N67FVA~.html,11-20K,Nanjing Site 00145,Experience not required,Bachelor degree,Role 00252,nanjing,6
Easystack,https://www.zhipin.com/job_detail/7837c1121b84759c1H1-2Ni5GFQ~.html,11-22K,Nanjing Site 00127,Experience not required,Bachelor degree,Role 00253,nanjing,6
Company 00710,https://www.zhipin.com/job_detail/3e5e67345654e5df1HF63N-_EVM~.html,20-40K,Nanjing Site 00122,3-5 years,Bachelor degree,Role 00254,nanjing,6
Company 00711,https://www.zhipin.com/job_detail/f2d7244d8b233e661HN-2tu8FFc~.html,4-6K,Nanjing Site 00141,Less than 1 year,Bachelor degree,Role 00255,nanjing,1
Company 00635,https://www.zhipin.com/job_detail/ccbdb1eace3470b00nV62tS6ElA~.html,7-10K,Nanjing Site 00159,3-5 years,Associate degree,Test Engineer,nanjing,5
Company 00712,https://www.zhipin.com/job_detail/80bedfc950124fc61X1929-7GVI~.html,10-11K,Nanjing Site 00137,3-5 years,Associate degree,Test Engineer,nanjing,1
Company 00644,https://www.zhipin.com/job_detail/15fcce3a74a20ff61HBy3d66F1c~.html,15-25K,Nanjing Site 00156,3-5 years,Bachelor degree,Senior System Engineer,nanjing,2
Company 00713,https://www.zhipin.com/job_detail/f93dc4872b66a55c03F70ty7E1U~.html,20-30K x 16 salaries,Nanjing Site 00165,3-5 years,Bachelor degree,Role 00251,nanjing,6
